codigo_municipio,municipio,grupo,variable,mes,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
51302,ACACIO,desnutricion global,sobrepeso (s),2005-01-01,1,5,0,0,1,5,6
20201,ACHACACHI,desnutricion global,sobrepeso (s),2005-01-01,22,25,6,229,28,254,282
30201,AIQUILE,desnutricion global,sobrepeso (s),2005-01-01,6,5,0,1,6,6,12
31303,ALALAY,desnutricion global,sobrepeso (s),2005-01-01,5,9,15,3,20,12,32
10404,ALCALA,desnutricion global,sobrepeso (s),2005-01-01,9,6,1,2,10,8,18
20202,ANCORAIMES,desnutricion global,sobrepeso (s),2005-01-01,2,4,2,3,4,7,11
41201,ANDAMARCA,desnutricion global,sobrepeso (s),2005-01-01,2,0,1,1,3,1,4
40603,ANTEQUERA,desnutricion global,sobrepeso (s),2005-01-01,0,2,0,0,0,2,2
20701,APOLO,desnutricion global,sobrepeso (s),2005-01-01,13,3,1,2,14,5,19
51301,ARAMPAMPA,desnutricion global,sobrepeso (s),2005-01-01,0,1,0,0,0,1,1
30501,ARANI,desnutricion global,sobrepeso (s),2005-01-01,6,3,1,1,7,4,11
30403,ARBIETO,desnutricion global,sobrepeso (s),2005-01-01,2,3,0,0,2,3,5
30601,ARQUE,desnutricion global,sobrepeso (s),2005-01-01,0,1,0,0,0,1,1
50802,ATOCHA,desnutricion global,sobrepeso (s),2005-01-01,33,26,3,4,36,30,66
20503,AUCAPATA,desnutricion global,sobrepeso (s),2005-01-01,6,4,1,1,7,5,12
20502,AYATA,desnutricion global,sobrepeso (s),2005-01-01,7,3,3,0,10,3,13
21303,AYO AYO,desnutricion global,sobrepeso (s),2005-01-01,10,9,0,2,10,11,21
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion global,sobrepeso (s),2005-01-01,6,14,2,7,8,21,29
10201,AZURDUY,desnutricion global,sobrepeso (s),2005-01-01,18,4,3,0,21,4,25
21203,BATALLAS,desnutricion global,sobrepeso (s),2005-01-01,11,8,4,2,15,10,25
80802,BAURES,desnutricion global,sobrepeso (s),2005-01-01,17,0,8,0,25,0,25
41202,BELEN DE ANDAMARCA,desnutricion global,sobrepeso (s),2005-01-01,0,0,1,0,1,0,1
50104,BELEN DE URMIRI,desnutricion global,sobrepeso (s),2005-01-01,0,1,0,1,0,2,2
90104,BELLA FLOR,desnutricion global,sobrepeso (s),2005-01-01,1,0,1,1,2,1,3
60202,BERMEJO,desnutricion global,sobrepeso (s),2005-01-01,19,9,7,0,26,9,35
50301,BETANZOS,desnutricion global,sobrepeso (s),2005-01-01,17,9,1,1,18,10,28
31501,BOLIVAR,desnutricion global,sobrepeso (s),2005-01-01,3,7,1,1,4,8,12
70707,BOYUIBE,desnutricion global,sobrepeso (s),2005-01-01,6,3,0,1,6,4,10
70401,BUENA VISTA,desnutricion global,sobrepeso (s),2005-01-01,43,31,10,6,53,37,90
70703,CABEZAS,desnutricion global,sobrepeso (s),2005-01-01,29,14,11,5,40,19,59
20905,CAIROMA,desnutricion global,sobrepeso (s),2005-01-01,3,4,0,1,3,5,8
51102,"CAIZA ""D""",desnutricion global,sobrepeso (s),2005-01-01,10,7,1,6,11,13,24
21003,CAJUATA,desnutricion global,sobrepeso (s),2005-01-01,24,12,0,0,24,12,36
20303,CALACOTO,desnutricion global,sobrepeso (s),2005-01-01,3,1,0,0,3,1,4
21304,CALAMARCA,desnutricion global,sobrepeso (s),2005-01-01,5,4,0,0,5,4,9
10701,CAMARGO,desnutricion global,sobrepeso (s),2005-01-01,7,7,2,1,9,8,17
10901,CAMATAQUI (C. VILLA ABECIA),desnutricion global,sobrepeso (s),2005-01-01,7,3,0,1,7,4,11
70706,CAMIRI,desnutricion global,sobrepeso (s),2005-01-01,71,54,20,7,91,61,152
30701,CAPINOTA,desnutricion global,sobrepeso (s),2005-01-01,16,22,4,7,20,29,49
20302,CAQUIAVIRI,desnutricion global,sobrepeso (s),2005-01-01,3,7,2,2,5,9,14
40102,CARACOLLO,desnutricion global,sobrepeso (s),2005-01-01,11,16,0,0,11,16,27
22001,CARANAVI,desnutricion global,sobrepeso (s),2005-01-01,93,21,6,0,99,21,120
60302,CARAPARI,desnutricion global,sobrepeso (s),2005-01-01,22,27,3,2,25,29,54
21902,CATACORA,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
40201,CHALLAPATA,desnutricion global,sobrepeso (s),2005-01-01,7,6,1,0,8,6,14
50302,CHAQUI,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
70702,CHARAGUA,desnutricion global,sobrepeso (s),2005-01-01,30,34,19,10,49,44,93
20305,CHARAÑA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
50202,CHAYANTA,desnutricion global,sobrepeso (s),2005-01-01,28,7,1,4,29,11,40
31204,CHIMORE,desnutricion global,sobrepeso (s),2005-01-01,22,18,6,3,28,21,49
40903,CHIPAYA,desnutricion global,sobrepeso (s),2005-01-01,4,5,0,0,4,5,9
21101,CHULUMANI (V. DE LA LIBERTAD),desnutricion global,sobrepeso (s),2005-01-01,5,10,8,1,13,11,24
20501,CHUMA,desnutricion global,sobrepeso (s),2005-01-01,4,4,0,0,4,4,8
30801,CLIZA,desnutricion global,sobrepeso (s),2005-01-01,30,34,3,9,33,43,76
90101,COBIJA,desnutricion global,sobrepeso (s),2005-01-01,84,45,9,2,93,47,140
30101,COCHABAMBA,desnutricion global,sobrepeso (s),2005-01-01,371,291,58,62,429,353,782
40902,COIPASA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
30905,COLCAPIRHUA,desnutricion global,sobrepeso (s),2005-01-01,15,16,2,1,17,17,34
50901,"COLCHA ""K""",desnutricion global,sobrepeso (s),2005-01-01,2,2,0,2,2,4,6
31002,COLOMI,desnutricion global,sobrepeso (s),2005-01-01,11,14,1,1,12,15,27
70603,COLPA BELGICA,desnutricion global,sobrepeso (s),2005-01-01,17,4,0,2,17,6,23
50401,COLQUECHACA,desnutricion global,sobrepeso (s),2005-01-01,10,4,1,1,11,5,16
21306,COLQUENCHA,desnutricion global,sobrepeso (s),2005-01-01,2,4,3,2,5,6,11
21004,COLQUIRI,desnutricion global,sobrepeso (s),2005-01-01,14,15,6,8,20,23,43
71301,COMARAPA,desnutricion global,sobrepeso (s),2005-01-01,44,44,17,17,61,61,122
20605,COMBAYA,desnutricion global,sobrepeso (s),2005-01-01,0,2,1,0,1,2,3
71101,CONCEPCION,desnutricion global,sobrepeso (s),2005-01-01,28,0,1,0,29,0,29
21701,COPACABANA,desnutricion global,sobrepeso (s),2005-01-01,19,11,3,1,22,12,34
21402,CORIPATA,desnutricion global,sobrepeso (s),2005-01-01,14,11,0,0,14,11,25
20301,CORO CORO,desnutricion global,sobrepeso (s),2005-01-01,0,5,0,0,0,5,5
21401,COROICO,desnutricion global,sobrepeso (s),2005-01-01,4,2,0,1,4,3,7
40301,CORQUE,desnutricion global,sobrepeso (s),2005-01-01,5,2,0,0,5,2,7
50601,COTAGAITA,desnutricion global,sobrepeso (s),2005-01-01,7,4,6,0,13,4,17
70102,COTOCA,desnutricion global,sobrepeso (s),2005-01-01,57,33,0,3,57,36,93
71106,CUATRO CAÑADAS,desnutricion global,sobrepeso (s),2005-01-01,15,0,15,0,30,0,30
31405,CUCHUMUELA (V. G. VILLARROEL),desnutricion global,sobrepeso (s),2005-01-01,5,0,1,0,6,0,6
70704,CUEVO,desnutricion global,sobrepeso (s),2005-01-01,8,6,2,3,10,9,19
10902,CULPINA,desnutricion global,sobrepeso (s),2005-01-01,17,16,9,9,26,25,51
40401,CURAHUARA DE CARANGAS,desnutricion global,sobrepeso (s),2005-01-01,1,3,0,0,1,3,4
20804,DESAGUADERO,desnutricion global,sobrepeso (s),2005-01-01,0,1,0,1,0,2,2
20105,EL ALTO,desnutricion global,sobrepeso (s),2005-01-01,441,484,99,85,540,569,1109
40103,EL CHORO,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
60502,EL PUENTE(TJA),desnutricion global,sobrepeso (s),2005-01-01,7,4,4,3,11,7,18
70105,EL TORNO,desnutricion global,sobrepeso (s),2005-01-01,58,34,8,7,66,41,107
10405,EL VILLAR,desnutricion global,sobrepeso (s),2005-01-01,7,2,2,0,9,2,11
60601,ENTRE RIOS,desnutricion global,sobrepeso (s),2005-01-01,44,32,14,9,58,41,99
60601,ENTRE RIOS,desnutricion global,sobrepeso (s),2005-01-01,30,20,4,3,34,23,57
41101,EUCALIPTUS,desnutricion global,sobrepeso (s),2005-01-01,4,5,0,0,4,5,9
90503,EUREKA (SANTOS MERCADO),desnutricion global,sobrepeso (s),2005-01-01,0,0,2,0,2,0,2
80402,EXALTACION,desnutricion global,sobrepeso (s),2005-01-01,15,2,10,4,25,6,31
71004,FERNANDEZ ALONSO,desnutricion global,sobrepeso (s),2005-01-01,65,32,28,23,93,55,148
90203,FILADELFIA,desnutricion global,sobrepeso (s),2005-01-01,2,3,0,4,2,7,9
71002,GENERAL SAAVEDRA,desnutricion global,sobrepeso (s),2005-01-01,65,2,37,2,102,4,106
21601,GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,sobrepeso (s),2005-01-01,6,4,0,0,6,4,10
20602,GUANAY,desnutricion global,sobrepeso (s),2005-01-01,23,14,1,1,24,15,39
20802,GUAQUI,desnutricion global,sobrepeso (s),2005-01-01,1,2,1,2,2,4,6
70705,GUTIERREZ,desnutricion global,sobrepeso (s),2005-01-01,44,39,27,21,71,60,131
10502,HUACARETA,desnutricion global,sobrepeso (s),2005-01-01,9,10,3,2,12,12,24
11002,HUACAYA (VILLA DE HUACAYA),desnutricion global,sobrepeso (s),2005-01-01,4,2,1,0,5,2,7
40501,HUACHACALLA,desnutricion global,sobrepeso (s),2005-01-01,1,3,1,1,2,4,6
40701,HUANUNI,desnutricion global,sobrepeso (s),2005-01-01,54,55,2,2,56,57,113
80803,HUARACAJE,desnutricion global,sobrepeso (s),2005-01-01,4,2,2,1,6,3,9
41601,HUAYLLAMARCA,desnutricion global,sobrepeso (s),2005-01-01,2,3,0,0,2,3,5
21005,ICHOCA,desnutricion global,sobrepeso (s),2005-01-01,0,2,0,1,0,3,3
10304,ICLA,desnutricion global,sobrepeso (s),2005-01-01,5,12,0,3,5,15,20
10703,INCAHUASI,desnutricion global,sobrepeso (s),2005-01-01,14,18,2,1,16,19,35
21001,INQUISIVI,desnutricion global,sobrepeso (s),2005-01-01,5,8,3,1,8,9,17
21102,IRUPANA (VILLA DE LANZA),desnutricion global,sobrepeso (s),2005-01-01,27,12,23,15,50,27,77
21501,IXIAMAS,desnutricion global,sobrepeso (s),2005-01-01,16,12,2,1,18,13,31
20806,JESUS DE MACHACA,desnutricion global,sobrepeso (s),2005-01-01,2,0,0,0,2,0,2
21105,LA ASUNTA,desnutricion global,sobrepeso (s),2005-01-01,25,22,1,1,26,23,49
70104,LA GUARDIA,desnutricion global,sobrepeso (s),2005-01-01,73,37,8,11,81,48,129
20101,LA PAZ,desnutricion global,sobrepeso (s),2005-01-01,472,390,125,119,597,509,1106
70701,LAGUNILLAS,desnutricion global,sobrepeso (s),2005-01-01,18,13,4,2,22,15,37
21202,LAJA,desnutricion global,sobrepeso (s),2005-01-01,12,10,1,1,13,11,24
10903,LAS CARRERAS,desnutricion global,sobrepeso (s),2005-01-01,6,5,3,3,9,8,17
50203,LLALLAGUA,desnutricion global,sobrepeso (s),2005-01-01,37,40,6,5,43,45,88
51401,LLICA,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
80601,LORETO,desnutricion global,sobrepeso (s),2005-01-01,4,4,2,0,6,4,10
20901,LURIBAY,desnutricion global,sobrepeso (s),2005-01-01,7,3,0,0,7,3,10
40702,MACHACAMARCA,desnutricion global,sobrepeso (s),2005-01-01,3,8,0,0,3,8,11
11003,MACHARETI,desnutricion global,sobrepeso (s),2005-01-01,35,28,9,7,44,35,79
80801,MAGDALENA,desnutricion global,sobrepeso (s),2005-01-01,14,7,2,1,16,8,24
70903,MAIRANA,desnutricion global,sobrepeso (s),2005-01-01,53,0,8,0,61,0,61
20904,MALLA,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
20607,MAPIRI,desnutricion global,sobrepeso (s),2005-01-01,35,13,4,1,39,14,53
71003,MINEROS,desnutricion global,sobrepeso (s),2005-01-01,41,39,13,7,54,46,100
31301,MIZQUE,desnutricion global,sobrepeso (s),2005-01-01,8,2,1,2,9,4,13
20402,MOCOMOCO,desnutricion global,sobrepeso (s),2005-01-01,8,3,4,2,12,5,17
51002,MOJINETE,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
10303,MOJOCOYA,desnutricion global,sobrepeso (s),2005-01-01,9,18,2,0,11,18,29
10501,MONTEAGUDO,desnutricion global,sobrepeso (s),2005-01-01,39,37,5,3,44,40,84
71001,MONTERO,desnutricion global,sobrepeso (s),2005-01-01,342,61,100,13,442,74,516
70803,MORO MORO,desnutricion global,sobrepeso (s),2005-01-01,7,2,2,2,9,4,13
30302,MOROCHATA,desnutricion global,sobrepeso (s),2005-01-01,5,5,1,2,6,7,13
50404,OCURI,desnutricion global,sobrepeso (s),2005-01-01,3,1,0,2,3,3,6
70202,OKINAWA,desnutricion global,sobrepeso (s),2005-01-01,20,14,6,7,26,21,47
30203,OMEREQUE,desnutricion global,sobrepeso (s),2005-01-01,1,4,0,0,1,4,5
40101,ORURO,desnutricion global,sobrepeso (s),2005-01-01,197,169,54,24,251,193,444
60201,PADCAYA,desnutricion global,sobrepeso (s),2005-01-01,20,19,12,7,32,26,58
10401,PADILLA,desnutricion global,sobrepeso (s),2005-01-01,10,14,1,2,11,16,27
70502,PAILON,desnutricion global,sobrepeso (s),2005-01-01,0,67,48,0,48,67,115
21104,PALOS BLANCOS,desnutricion global,sobrepeso (s),2005-01-01,25,26,7,0,32,26,58
40802,PAMPA AULLAGAS,desnutricion global,sobrepeso (s),2005-01-01,4,2,0,0,4,2,6
70902,PAMPA GRANDE,desnutricion global,sobrepeso (s),2005-01-01,6,6,2,1,8,7,15
21802,PAPEL PAMPA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
30202,PASORAPA,desnutricion global,sobrepeso (s),2005-01-01,5,2,0,0,5,2,7
21305,PATACAMAYA,desnutricion global,sobrepeso (s),2005-01-01,12,12,1,0,13,12,25
40602,PAZÑA,desnutricion global,sobrepeso (s),2005-01-01,2,6,2,2,4,8,12
20702,PELECHUCO,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,1,1,2,3
50403,POCOATA,desnutricion global,sobrepeso (s),2005-01-01,9,11,2,1,11,12,23
31203,POCONA,desnutricion global,sobrepeso (s),2005-01-01,4,4,0,0,4,4,8
31202,POJO (CBBA),desnutricion global,sobrepeso (s),2005-01-01,17,10,1,1,18,11,29
40601,POOPO,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
51203,PORCO,desnutricion global,sobrepeso (s),2005-01-01,2,4,1,0,3,4,7
10103,POROMA,desnutricion global,sobrepeso (s),2005-01-01,15,7,2,0,17,7,24
70103,PORONGO,desnutricion global,sobrepeso (s),2005-01-01,11,6,3,2,14,8,22
70601,PORTACHUELO,desnutricion global,sobrepeso (s),2005-01-01,53,40,10,9,63,49,112
90102,PORVENIR,desnutricion global,sobrepeso (s),2005-01-01,4,1,2,3,6,4,10
70804,POSTRER VALLE,desnutricion global,sobrepeso (s),2005-01-01,2,0,0,1,2,1,3
50101,POTOSI,desnutricion global,sobrepeso (s),2005-01-01,54,30,6,6,60,36,96
10302,PRESTO,desnutricion global,sobrepeso (s),2005-01-01,9,8,0,0,9,8,17
70805,PUCARA,desnutricion global,sobrepeso (s),2005-01-01,2,0,0,0,2,0,2
21201,PUCARANI,desnutricion global,sobrepeso (s),2005-01-01,17,17,1,2,18,19,37
20401,PUERTO ACOSTA,desnutricion global,sobrepeso (s),2005-01-01,6,5,5,6,11,11,22
20403,PUERTO CARABUCO,desnutricion global,sobrepeso (s),2005-01-01,7,5,1,1,8,6,14
90301,PUERTO GONZALO MORENO,desnutricion global,sobrepeso (s),2005-01-01,3,2,0,0,3,2,5
21204,PUERTO PEREZ,desnutricion global,sobrepeso (s),2005-01-01,6,0,1,0,7,0,7
90201,PUERTO RICO,desnutricion global,sobrepeso (s),2005-01-01,11,5,7,6,18,11,29
80703,PUERTO SILES,desnutricion global,sobrepeso (s),2005-01-01,0,2,0,0,0,2,2
31205,PUERTO VILLARROEL,desnutricion global,sobrepeso (s),2005-01-01,96,83,27,14,123,97,220
51101,PUNA,desnutricion global,sobrepeso (s),2005-01-01,10,10,2,2,12,12,24
31401,PUNATA,desnutricion global,sobrepeso (s),2005-01-01,22,7,16,11,38,18,56
20604,QUIABAYA,desnutricion global,sobrepeso (s),2005-01-01,2,4,1,0,3,4,7
30901,QUILLACOLLO,desnutricion global,sobrepeso (s),2005-01-01,25,38,17,3,42,41,83
21002,QUIME,desnutricion global,sobrepeso (s),2005-01-01,9,10,9,12,18,22,40
70904,QUIRUSILLAS,desnutricion global,sobrepeso (s),2005-01-01,6,3,0,1,6,4,10
50402,RAVELO,desnutricion global,sobrepeso (s),2005-01-01,2,1,0,1,2,2,4
80301,REYES,desnutricion global,sobrepeso (s),2005-01-01,41,33,7,4,48,37,85
80201,RIBERALTA,desnutricion global,sobrepeso (s),2005-01-01,62,26,11,5,73,31,104
70503,ROBORE,desnutricion global,sobrepeso (s),2005-01-01,0,29,7,0,7,29,36
80304,RURRENABAQUE,desnutricion global,sobrepeso (s),2005-01-01,13,16,4,4,17,20,37
40901,SABAYA,desnutricion global,sobrepeso (s),2005-01-01,2,2,0,0,2,2,4
31001,SACABA,desnutricion global,sobrepeso (s),2005-01-01,33,26,6,3,39,29,68
71302,SAIPINA,desnutricion global,sobrepeso (s),2005-01-01,25,18,14,5,39,23,62
40801,SALINAS DE GARCI MENDOZA,desnutricion global,sobrepeso (s),2005-01-01,1,9,1,1,2,10,12
70901,SAMAIPATA,desnutricion global,sobrepeso (s),2005-01-01,18,0,8,0,26,0,26
51601,SAN AGUSTIN,desnutricion global,sobrepeso (s),2005-01-01,0,2,0,0,0,2,2
80602,SAN ANDRES,desnutricion global,sobrepeso (s),2005-01-01,16,8,7,3,23,11,34
20805,SAN ANDRES DE MACHACA,desnutricion global,sobrepeso (s),2005-01-01,4,3,0,3,4,6,10
51003,SAN ANTONIO DE ESMORUCO,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
71105,SAN ANTONIO DE LOMERIO,desnutricion global,sobrepeso (s),2005-01-01,11,5,3,9,14,14,28
31403,SAN BENITO,desnutricion global,sobrepeso (s),2005-01-01,4,5,0,0,4,5,9
80302,SAN BORJA,desnutricion global,sobrepeso (s),2005-01-01,61,63,12,12,73,75,148
21502,SAN BUENA VENTURA,desnutricion global,sobrepeso (s),2005-01-01,15,11,0,0,15,11,26
70402,SAN CARLOS,desnutricion global,sobrepeso (s),2005-01-01,46,22,23,15,69,37,106
80501,SAN IGNACIO,desnutricion global,sobrepeso (s),2005-01-01,23,13,9,11,32,24,56
70301,SAN IGNACIO DE VELASCO,desnutricion global,sobrepeso (s),2005-01-01,105,65,13,12,118,77,195
80102,SAN JAVIER(BNI),desnutricion global,sobrepeso (s),2005-01-01,3,0,0,0,3,0,3
71102,SAN JAVIER(STC),desnutricion global,sobrepeso (s),2005-01-01,26,0,3,0,29,0,29
80701,SAN JOAQUIN,desnutricion global,sobrepeso (s),2005-01-01,14,7,1,2,15,9,24
70501,SAN JOSE DE CHIQUITOS,desnutricion global,sobrepeso (s),2005-01-01,15,15,1,2,16,17,33
70404,SAN JUAN DE YAPACANI,desnutricion global,sobrepeso (s),2005-01-01,22,13,8,0,30,13,43
71104,SAN JULIAN,desnutricion global,sobrepeso (s),2005-01-01,68,2,13,0,81,2,83
90302,SAN LORENZO(PND),desnutricion global,sobrepeso (s),2005-01-01,2,1,0,0,2,1,3
60501,SAN LORENZO(TJA),desnutricion global,sobrepeso (s),2005-01-01,17,19,5,2,22,21,43
10702,SAN LUCAS,desnutricion global,sobrepeso (s),2005-01-01,13,14,9,6,22,20,42
70302,SAN MIGUEL DE VELASCO,desnutricion global,sobrepeso (s),2005-01-01,12,16,3,1,15,17,32
71005,SAN PEDRO,desnutricion global,sobrepeso (s),2005-01-01,39,28,6,4,45,32,77
50501,SAN PEDRO DE BUENA VISTA,desnutricion global,sobrepeso (s),2005-01-01,13,10,4,0,17,10,27
21801,SAN PEDRO DE CURAHUARA,desnutricion global,sobrepeso (s),2005-01-01,7,7,0,0,7,7,14
50902,SAN PEDRO DE QUEMES,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
21702,SAN PEDRO DE TIQUINA,desnutricion global,sobrepeso (s),2005-01-01,4,4,0,0,4,4,8
90202,SAN PEDRO(PND),desnutricion global,sobrepeso (s),2005-01-01,4,5,0,0,4,5,9
70303,SAN RAFAEL,desnutricion global,sobrepeso (s),2005-01-01,1,4,0,2,1,6,7
80702,SAN RAMON,desnutricion global,sobrepeso (s),2005-01-01,7,6,3,0,10,6,16
80702,SAN RAMON,desnutricion global,sobrepeso (s),2005-01-01,40,0,3,0,43,0,43
80401,SANTA ANA,desnutricion global,sobrepeso (s),2005-01-01,73,55,16,25,89,80,169
70101,SANTA CRUZ DE LA SIERRA,desnutricion global,sobrepeso (s),2005-01-01,1075,660,268,158,1343,818,2161
80303,SANTA ROSA,desnutricion global,sobrepeso (s),2005-01-01,10,9,3,4,13,13,26
70602,SANTA ROSA DEL SARA,desnutricion global,sobrepeso (s),2005-01-01,25,12,9,13,34,25,59
20308,SANTIAGO DE CALLAPA,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
41401,SANTIAGO DE HUARI,desnutricion global,sobrepeso (s),2005-01-01,4,4,2,0,6,4,10
21901,SANTIAGO DE MACHACA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
30702,SANTIVAÑES,desnutricion global,sobrepeso (s),2005-01-01,2,3,1,0,3,3,6
40202,SANTUARIO DE QUILLACAS,desnutricion global,sobrepeso (s),2005-01-01,2,1,0,0,2,1,3
20902,SAPAHAQUI,desnutricion global,sobrepeso (s),2005-01-01,6,3,0,1,6,4,10
90303,SENA,desnutricion global,sobrepeso (s),2005-01-01,0,1,1,5,1,6,7
21301,SICA SICA (VILLA AROMA),desnutricion global,sobrepeso (s),2005-01-01,6,6,2,0,8,6,14
30703,SICAYA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
30902,SIPE SIPE,desnutricion global,sobrepeso (s),2005-01-01,38,32,2,1,40,33,73
10403,SOPACHUY,desnutricion global,sobrepeso (s),2005-01-01,4,4,0,0,4,4,8
40104,SORACACHI,desnutricion global,sobrepeso (s),2005-01-01,6,2,0,0,6,2,8
20601,SORATA,desnutricion global,sobrepeso (s),2005-01-01,11,14,1,4,12,18,30
10101,SUCRE,desnutricion global,sobrepeso (s),2005-01-01,150,121,19,21,169,142,311
20603,TACACOMA,desnutricion global,sobrepeso (s),2005-01-01,12,10,2,3,14,13,27
50303,TACOBAMBA,desnutricion global,sobrepeso (s),2005-01-01,1,2,0,0,1,2,3
30602,TACOPAYA,desnutricion global,sobrepeso (s),2005-01-01,3,1,0,1,3,2,5
31101,TAPACARI,desnutricion global,sobrepeso (s),2005-01-01,2,2,0,0,2,2,4
10601,TARABUCO,desnutricion global,sobrepeso (s),2005-01-01,24,27,1,3,25,30,55
20807,TARACO,desnutricion global,sobrepeso (s),2005-01-01,2,0,0,0,2,0,2
30401,TARATA,desnutricion global,sobrepeso (s),2005-01-01,12,10,3,1,15,11,26
60101,TARIJA,desnutricion global,sobrepeso (s),2005-01-01,365,250,37,48,402,298,700
10202,TARVITA,desnutricion global,sobrepeso (s),2005-01-01,25,14,2,1,27,15,42
20608,TEOPONTE,desnutricion global,sobrepeso (s),2005-01-01,18,7,12,10,30,17,47
20803,TIAWANACU,desnutricion global,sobrepeso (s),2005-01-01,6,10,2,2,8,12,20
50102,TINGUIPAYA,desnutricion global,sobrepeso (s),2005-01-01,8,2,3,1,11,3,14
20606,TIPUANI,desnutricion global,sobrepeso (s),2005-01-01,8,10,0,0,8,10,18
30903,TIQUIPAYA,desnutricion global,sobrepeso (s),2005-01-01,18,17,3,4,21,21,42
31601,TIRAQUE (CBBA),desnutricion global,sobrepeso (s),2005-01-01,64,65,12,12,76,77,153
21703,TITO YUPANQUI (PARQUIPUJIO),desnutricion global,sobrepeso (s),2005-01-01,0,1,0,0,0,1,1
30802,TOCO,desnutricion global,sobrepeso (s),2005-01-01,5,2,0,0,5,2,7
30803,TOLATA,desnutricion global,sobrepeso (s),2005-01-01,3,4,0,0,3,4,7
41001,TOLEDO,desnutricion global,sobrepeso (s),2005-01-01,4,0,0,0,4,0,4
51202,TOMAVE,desnutricion global,sobrepeso (s),2005-01-01,8,7,1,0,9,7,16
10402,TOMINA,desnutricion global,sobrepeso (s),2005-01-01,17,15,3,0,20,15,35
50502,TORO TORO,desnutricion global,sobrepeso (s),2005-01-01,0,2,0,0,0,2,2
31201,TOTORA(CBBA),desnutricion global,sobrepeso (s),2005-01-01,10,4,1,0,11,4,15
70802,TRIGAL,desnutricion global,sobrepeso (s),2005-01-01,3,2,0,0,3,2,5
80101,TRINIDAD,desnutricion global,sobrepeso (s),2005-01-01,160,126,28,47,188,173,361
50801,TUPIZA,desnutricion global,sobrepeso (s),2005-01-01,52,39,9,3,61,42,103
40402,TURCO,desnutricion global,sobrepeso (s),2005-01-01,5,3,0,0,5,3,8
21302,UMALA,desnutricion global,sobrepeso (s),2005-01-01,6,3,8,7,14,10,24
