codigo_municipio,municipio,grupo,variable,mes,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
50401,COLQUECHACA,desnutricion aguda,nutricion normal (n),2007-01-01,91,104,40,28,131,132,263
21004,COLQUIRI,desnutricion aguda,nutricion normal (n),2007-01-01,117,128,67,68,184,196,380
71301,COMARAPA,desnutricion aguda,nutricion normal (n),2007-01-01,82,70,34,45,116,115,231
71101,CONCEPCION,desnutricion aguda,nutricion normal (n),2007-01-01,119,89,48,64,167,153,320
40301,CORQUE,desnutricion aguda,nutricion normal (n),2007-01-01,25,19,17,23,42,42,84
50601,COTAGAITA,desnutricion aguda,nutricion normal (n),2007-01-01,120,147,67,55,187,202,389
70102,COTOCA,desnutricion aguda,nutricion normal (n),2007-01-01,140,117,125,68,265,185,450
71106,CUATRO CAÑADAS,desnutricion aguda,nutricion normal (n),2007-01-01,58,63,47,30,105,93,198
31405,CUCHUMUELA (V. G. VILLARROEL),desnutricion aguda,nutricion normal (n),2007-01-01,11,15,8,1,19,16,35
70704,CUEVO,desnutricion aguda,nutricion normal (n),2007-01-01,21,39,34,35,55,74,129
10902,CULPINA,desnutricion aguda,nutricion normal (n),2007-01-01,180,191,150,150,330,341,671
40401,CURAHUARA DE CARANGAS,desnutricion aguda,nutricion normal (n),2007-01-01,23,31,15,7,38,38,76
40103,EL CHORO,desnutricion aguda,nutricion normal (n),2007-01-01,13,6,3,5,16,11,27
71503,EL PUENTE(STC),desnutricion aguda,nutricion normal (n),2007-01-01,115,99,78,81,193,180,373
60502,EL PUENTE(TJA),desnutricion aguda,nutricion normal (n),2007-01-01,56,58,80,53,136,111,247
70105,EL TORNO,desnutricion aguda,nutricion normal (n),2007-01-01,195,190,69,79,264,269,533
10405,EL VILLAR,desnutricion aguda,nutricion normal (n),2007-01-01,65,46,67,50,132,96,228
60601,ENTRE RIOS,desnutricion aguda,nutricion normal (n),2007-01-01,140,140,129,110,269,250,519
60601,ENTRE RIOS,desnutricion aguda,nutricion normal (n),2007-01-01,223,231,137,169,360,400,760
40502,ESCARA,desnutricion aguda,nutricion normal (n),2007-01-01,2,0,1,1,3,1,4
41101,EUCALIPTUS,desnutricion aguda,nutricion normal (n),2007-01-01,26,14,29,18,55,32,87
90503,EUREKA (SANTOS MERCADO),desnutricion aguda,nutricion normal (n),2007-01-01,5,7,8,4,13,11,24
80402,EXALTACION,desnutricion aguda,nutricion normal (n),2007-01-01,5,11,16,23,21,34,55
71004,FERNANDEZ ALONSO,desnutricion aguda,nutricion normal (n),2007-01-01,98,88,61,70,159,158,317
90203,FILADELFIA,desnutricion aguda,nutricion normal (n),2007-01-01,19,18,12,15,31,33,64
71002,GENERAL SAAVEDRA,desnutricion aguda,nutricion normal (n),2007-01-01,125,112,96,89,221,201,422
80202,GUAYARAMERIN,desnutricion aguda,nutricion normal (n),2007-01-01,303,274,161,144,464,418,882
70705,GUTIERREZ,desnutricion aguda,nutricion normal (n),2007-01-01,41,56,42,44,83,100,183
10502,HUACARETA,desnutricion aguda,nutricion normal (n),2007-01-01,91,81,84,72,175,153,328
11002,HUACAYA (VILLA DE HUACAYA),desnutricion aguda,nutricion normal (n),2007-01-01,32,34,52,47,84,81,165
40501,HUACHACALLA,desnutricion aguda,nutricion normal (n),2007-01-01,7,5,3,2,10,7,17
40701,HUANUNI,desnutricion aguda,nutricion normal (n),2007-01-01,224,199,101,88,325,287,612
80803,HUARACAJE,desnutricion aguda,nutricion normal (n),2007-01-01,32,29,19,18,51,47,98
41601,HUAYLLAMARCA,desnutricion aguda,nutricion normal (n),2007-01-01,26,17,10,9,36,26,62
21005,ICHOCA,desnutricion aguda,nutricion normal (n),2007-01-01,13,11,14,10,27,21,48
10304,ICLA,desnutricion aguda,nutricion normal (n),2007-01-01,120,113,133,143,253,256,509
10703,INCAHUASI,desnutricion aguda,nutricion normal (n),2007-01-01,231,198,182,163,413,361,774
21001,INQUISIVI,desnutricion aguda,nutricion normal (n),2007-01-01,71,93,49,72,120,165,285
70104,LA GUARDIA,desnutricion aguda,nutricion normal (n),2007-01-01,478,472,229,222,707,694,1401
41501,LA RIVERA,desnutricion aguda,nutricion normal (n),2007-01-01,3,0,2,1,5,1,6
70701,LAGUNILLAS,desnutricion aguda,nutricion normal (n),2007-01-01,74,86,99,103,173,189,362
10903,LAS CARRERAS,desnutricion aguda,nutricion normal (n),2007-01-01,36,29,27,30,63,59,122
21006,LICOMA PAMPA,desnutricion aguda,nutricion normal (n),2007-01-01,23,26,24,22,47,48,95
50203,LLALLAGUA,desnutricion aguda,nutricion normal (n),2007-01-01,260,229,175,161,435,390,825
51401,LLICA,desnutricion aguda,nutricion normal (n),2007-01-01,21,18,13,15,34,33,67
80601,LORETO,desnutricion aguda,nutricion normal (n),2007-01-01,21,14,14,16,35,30,65
40702,MACHACAMARCA,desnutricion aguda,nutricion normal (n),2007-01-01,50,50,66,53,116,103,219
11003,MACHARETI,desnutricion aguda,nutricion normal (n),2007-01-01,92,84,116,112,208,196,404
80801,MAGDALENA,desnutricion aguda,nutricion normal (n),2007-01-01,116,77,44,32,160,109,269
70903,MAIRANA,desnutricion aguda,nutricion normal (n),2007-01-01,91,78,31,22,122,100,222
71003,MINEROS,desnutricion aguda,nutricion normal (n),2007-01-01,186,175,126,112,312,287,599
31301,MIZQUE,desnutricion aguda,nutricion normal (n),2007-01-01,169,132,143,162,312,294,606
51002,MOJINETE,desnutricion aguda,nutricion normal (n),2007-01-01,3,6,3,5,6,11,17
10303,MOJOCOYA,desnutricion aguda,nutricion normal (n),2007-01-01,57,45,80,68,137,113,250
10501,MONTEAGUDO,desnutricion aguda,nutricion normal (n),2007-01-01,198,184,243,138,441,322,763
71001,MONTERO,desnutricion aguda,nutricion normal (n),2007-01-01,1026,924,641,571,1667,1495,3162
70803,MORO MORO,desnutricion aguda,nutricion normal (n),2007-01-01,13,18,11,10,24,28,52
30302,MOROCHATA,desnutricion aguda,nutricion normal (n),2007-01-01,66,56,42,50,108,106,214
90401,NACEBE (SANTA ROSA DEL ABUNA),desnutricion aguda,nutricion normal (n),2007-01-01,6,7,2,2,8,9,17
90501,NUEVO MANOA (NUEVA ESPERANZA),desnutricion aguda,nutricion normal (n),2007-01-01,0,0,0,1,0,1,1
50404,OCURI,desnutricion aguda,nutricion normal (n),2007-01-01,135,119,108,101,243,220,463
70202,OKINAWA,desnutricion aguda,nutricion normal (n),2007-01-01,109,126,91,77,200,203,403
30203,OMEREQUE,desnutricion aguda,nutricion normal (n),2007-01-01,54,39,51,73,105,112,217
40101,ORURO,desnutricion aguda,nutricion normal (n),2007-01-01,1280,1137,656,602,1936,1739,3675
60201,PADCAYA,desnutricion aguda,nutricion normal (n),2007-01-01,103,71,48,57,151,128,279
10401,PADILLA,desnutricion aguda,nutricion normal (n),2007-01-01,149,150,184,163,333,313,646
70502,PAILON,desnutricion aguda,nutricion normal (n),2007-01-01,98,110,61,76,159,186,345
40802,PAMPA AULLAGAS,desnutricion aguda,nutricion normal (n),2007-01-01,38,31,15,19,53,50,103
70902,PAMPA GRANDE,desnutricion aguda,nutricion normal (n),2007-01-01,41,57,23,20,64,77,141
30202,PASORAPA,desnutricion aguda,nutricion normal (n),2007-01-01,18,15,19,17,37,32,69
40602,PAZÑA,desnutricion aguda,nutricion normal (n),2007-01-01,25,31,18,11,43,42,85
50403,POCOATA,desnutricion aguda,nutricion normal (n),2007-01-01,89,83,75,85,164,168,332
31203,POCONA,desnutricion aguda,nutricion normal (n),2007-01-01,60,55,38,52,98,107,205
31202,POJO (CBBA),desnutricion aguda,nutricion normal (n),2007-01-01,31,29,33,30,64,59,123
40601,POOPO,desnutricion aguda,nutricion normal (n),2007-01-01,27,34,16,8,43,42,85
51203,PORCO,desnutricion aguda,nutricion normal (n),2007-01-01,65,56,16,13,81,69,150
10103,POROMA,desnutricion aguda,nutricion normal (n),2007-01-01,58,51,42,37,100,88,188
70103,PORONGO,desnutricion aguda,nutricion normal (n),2007-01-01,39,35,15,9,54,44,98
70601,PORTACHUELO,desnutricion aguda,nutricion normal (n),2007-01-01,180,153,102,91,282,244,526
90102,PORVENIR,desnutricion aguda,nutricion normal (n),2007-01-01,59,55,48,51,107,106,213
70804,POSTRER VALLE,desnutricion aguda,nutricion normal (n),2007-01-01,7,10,3,11,10,21,31
50101,POTOSI,desnutricion aguda,nutricion normal (n),2007-01-01,1090,1008,437,369,1527,1377,2904
10302,PRESTO,desnutricion aguda,nutricion normal (n),2007-01-01,55,55,82,56,137,111,248
70805,PUCARA,desnutricion aguda,nutricion normal (n),2007-01-01,15,9,5,3,20,12,32
90301,PUERTO GONZALO MORENO,desnutricion aguda,nutricion normal (n),2007-01-01,30,37,26,26,56,63,119
71402,PUERTO QUIJARRO,desnutricion aguda,nutricion normal (n),2007-01-01,76,73,25,27,101,100,201
90201,PUERTO RICO,desnutricion aguda,nutricion normal (n),2007-01-01,22,19,14,17,36,36,72
80703,PUERTO SILES,desnutricion aguda,nutricion normal (n),2007-01-01,12,5,4,4,16,9,25
71401,PUERTO SUAREZ,desnutricion aguda,nutricion normal (n),2007-01-01,77,68,30,28,107,96,203
31205,PUERTO VILLARROEL,desnutricion aguda,nutricion normal (n),2007-01-01,166,183,168,139,334,322,656
51101,PUNA,desnutricion aguda,nutricion normal (n),2007-01-01,148,128,105,102,253,230,483
31401,PUNATA,desnutricion aguda,nutricion normal (n),2007-01-01,202,169,72,48,274,217,491
30901,QUILLACOLLO,desnutricion aguda,nutricion normal (n),2007-01-01,716,329,263,315,979,644,1623
21002,QUIME,desnutricion aguda,nutricion normal (n),2007-01-01,72,57,72,62,144,119,263
70904,QUIRUSILLAS,desnutricion aguda,nutricion normal (n),2007-01-01,8,3,6,8,14,11,25
50402,RAVELO,desnutricion aguda,nutricion normal (n),2007-01-01,98,80,86,71,184,151,335
80301,REYES,desnutricion aguda,nutricion normal (n),2007-01-01,154,218,154,100,308,318,626
80201,RIBERALTA,desnutricion aguda,nutricion normal (n),2007-01-01,910,800,289,274,1199,1074,2273
70503,ROBORE,desnutricion aguda,nutricion normal (n),2007-01-01,127,131,84,83,211,214,425
80304,RURRENABAQUE,desnutricion aguda,nutricion normal (n),2007-01-01,96,69,31,30,127,99,226
40901,SABAYA,desnutricion aguda,nutricion normal (n),2007-01-01,11,11,8,8,19,19,38
31001,SACABA,desnutricion aguda,nutricion normal (n),2007-01-01,355,306,169,126,524,432,956
30404,SACABAMBA,desnutricion aguda,nutricion normal (n),2007-01-01,21,19,17,15,38,34,72
50701,SACACA,desnutricion aguda,nutricion normal (n),2007-01-01,119,120,165,172,284,292,576
71302,SAIPINA,desnutricion aguda,nutricion normal (n),2007-01-01,30,25,33,27,63,52,115
40801,SALINAS DE GARCI MENDOZA,desnutricion aguda,nutricion normal (n),2007-01-01,64,66,54,44,118,110,228
70901,SAMAIPATA,desnutricion aguda,nutricion normal (n),2007-01-01,56,42,27,26,83,68,151
51601,SAN AGUSTIN,desnutricion aguda,nutricion normal (n),2007-01-01,16,17,19,12,35,29,64
80602,SAN ANDRES,desnutricion aguda,nutricion normal (n),2007-01-01,92,70,65,58,157,128,285
51003,SAN ANTONIO DE ESMORUCO,desnutricion aguda,nutricion normal (n),2007-01-01,4,8,4,0,8,8,16
71105,SAN ANTONIO DE LOMERIO,desnutricion aguda,nutricion normal (n),2007-01-01,73,61,62,44,135,105,240
31403,SAN BENITO,desnutricion aguda,nutricion normal (n),2007-01-01,127,94,55,49,182,143,325
80302,SAN BORJA,desnutricion aguda,nutricion normal (n),2007-01-01,278,281,130,128,408,409,817
70402,SAN CARLOS,desnutricion aguda,nutricion normal (n),2007-01-01,213,232,103,103,316,335,651
80501,SAN IGNACIO,desnutricion aguda,nutricion normal (n),2007-01-01,232,164,121,80,353,244,597
70301,SAN IGNACIO DE VELASCO,desnutricion aguda,nutricion normal (n),2007-01-01,464,374,302,238,766,612,1378
80102,SAN JAVIER(BNI),desnutricion aguda,nutricion normal (n),2007-01-01,20,9,12,24,32,33,65
80701,SAN JOAQUIN,desnutricion aguda,nutricion normal (n),2007-01-01,15,16,28,36,43,52,95
70501,SAN JOSE DE CHIQUITOS,desnutricion aguda,nutricion normal (n),2007-01-01,76,73,68,58,144,131,275
70404,SAN JUAN DE YAPACANI,desnutricion aguda,nutricion normal (n),2007-01-01,91,117,61,81,152,198,350
71104,SAN JULIAN,desnutricion aguda,nutricion normal (n),2007-01-01,70,67,72,60,142,127,269
90302,SAN LORENZO(PND),desnutricion aguda,nutricion normal (n),2007-01-01,23,21,2,5,25,26,51
60501,SAN LORENZO(TJA),desnutricion aguda,nutricion normal (n),2007-01-01,102,94,70,68,172,162,334
10702,SAN LUCAS,desnutricion aguda,nutricion normal (n),2007-01-01,240,258,213,183,453,441,894
71201,SAN MATIAS,desnutricion aguda,nutricion normal (n),2007-01-01,94,88,57,54,151,142,293
70302,SAN MIGUEL DE VELASCO,desnutricion aguda,nutricion normal (n),2007-01-01,85,77,29,44,114,121,235
51001,SAN PABLO DE LIPEZ,desnutricion aguda,nutricion normal (n),2007-01-01,21,7,13,9,34,16,50
71005,SAN PEDRO,desnutricion aguda,nutricion normal (n),2007-01-01,128,116,99,73,227,189,416
50902,SAN PEDRO DE QUEMES,desnutricion aguda,nutricion normal (n),2007-01-01,4,2,2,7,6,9,15
90202,SAN PEDRO(PND),desnutricion aguda,nutricion normal (n),2007-01-01,12,8,7,5,19,13,32
70303,SAN RAFAEL,desnutricion aguda,nutricion normal (n),2007-01-01,61,58,35,25,96,83,179
80702,SAN RAMON,desnutricion aguda,nutricion normal (n),2007-01-01,39,35,30,25,69,60,129
80401,SANTA ANA,desnutricion aguda,nutricion normal (n),2007-01-01,93,120,34,59,127,179,306
70101,SANTA CRUZ DE LA SIERRA,desnutricion aguda,nutricion normal (n),2007-01-01,5964,5476,2879,2726,8843,8202,17045
80303,SANTA ROSA,desnutricion aguda,nutricion normal (n),2007-01-01,35,31,17,22,52,53,105
70602,SANTA ROSA DEL SARA,desnutricion aguda,nutricion normal (n),2007-01-01,141,105,92,90,233,195,428
41401,SANTIAGO DE HUARI,desnutricion aguda,nutricion normal (n),2007-01-01,51,48,47,56,98,104,202
30702,SANTIVAÑES,desnutricion aguda,nutricion normal (n),2007-01-01,53,46,34,34,87,80,167
40202,SANTUARIO DE QUILLACAS,desnutricion aguda,nutricion normal (n),2007-01-01,9,16,23,19,32,35,67
90303,SENA,desnutricion aguda,nutricion normal (n),2007-01-01,54,46,46,32,100,78,178
30703,SICAYA,desnutricion aguda,nutricion normal (n),2007-01-01,17,18,5,8,22,26,48
30902,SIPE SIPE,desnutricion aguda,nutricion normal (n),2007-01-01,208,136,74,74,282,210,492
10403,SOPACHUY,desnutricion aguda,nutricion normal (n),2007-01-01,133,87,100,73,233,160,393
40104,SORACACHI,desnutricion aguda,nutricion normal (n),2007-01-01,60,59,40,58,100,117,217
10101,SUCRE,desnutricion aguda,nutricion normal (n),2007-01-01,965,896,585,481,1550,1377,2927
31404,TACACHI,desnutricion aguda,nutricion normal (n),2007-01-01,6,4,1,1,7,5,12
50303,TACOBAMBA,desnutricion aguda,nutricion normal (n),2007-01-01,36,30,18,15,54,45,99
30602,TACOPAYA,desnutricion aguda,nutricion normal (n),2007-01-01,75,83,68,54,143,137,280
51402,TAHUA,desnutricion aguda,nutricion normal (n),2007-01-01,3,5,7,5,10,10,20
31101,TAPACARI,desnutricion aguda,nutricion normal (n),2007-01-01,155,153,70,57,225,210,435
10601,TARABUCO,desnutricion aguda,nutricion normal (n),2007-01-01,183,184,255,244,438,428,866
30401,TARATA,desnutricion aguda,nutricion normal (n),2007-01-01,72,64,13,21,85,85,170
60101,TARIJA,desnutricion aguda,nutricion normal (n),2007-01-01,948,948,483,566,1431,1514,2945
10202,TARVITA,desnutricion aguda,nutricion normal (n),2007-01-01,219,197,229,200,448,397,845
50102,TINGUIPAYA,desnutricion aguda,nutricion normal (n),2007-01-01,75,68,40,46,115,114,229
30903,TIQUIPAYA,desnutricion aguda,nutricion normal (n),2007-01-01,145,138,71,71,216,209,425
31601,TIRAQUE (CBBA),desnutricion aguda,nutricion normal (n),2007-01-01,207,174,117,127,324,301,625
30802,TOCO,desnutricion aguda,nutricion normal (n),2007-01-01,28,25,39,36,67,61,128
41502,TODOS SANTOS,desnutricion aguda,nutricion normal (n),2007-01-01,2,2,1,1,3,3,6
30803,TOLATA,desnutricion aguda,nutricion normal (n),2007-01-01,32,32,12,7,44,39,83
41001,TOLEDO,desnutricion aguda,nutricion normal (n),2007-01-01,35,29,22,33,57,62,119
51202,TOMAVE,desnutricion aguda,nutricion normal (n),2007-01-01,80,25,50,21,130,46,176
10402,TOMINA,desnutricion aguda,nutricion normal (n),2007-01-01,122,130,131,110,253,240,493
50502,TORO TORO,desnutricion aguda,nutricion normal (n),2007-01-01,18,6,9,4,27,10,37
31201,TOTORA(CBBA),desnutricion aguda,nutricion normal (n),2007-01-01,88,74,33,37,121,111,232
41301,TOTORA(ORR),desnutricion aguda,nutricion normal (n),2007-01-01,30,33,20,34,50,67,117
70802,TRIGAL,desnutricion aguda,nutricion normal (n),2007-01-01,10,7,15,10,25,17,42
80101,TRINIDAD,desnutricion aguda,nutricion normal (n),2007-01-01,738,635,336,313,1074,948,2022
50801,TUPIZA,desnutricion aguda,nutricion normal (n),2007-01-01,301,257,218,194,519,451,970
40402,TURCO,desnutricion aguda,nutricion normal (n),2007-01-01,15,24,15,14,30,38,68
50201,UNCIA,desnutricion aguda,nutricion normal (n),2007-01-01,108,95,40,38,148,133,281
60401,URIONDO (A. CONCEPCION),desnutricion aguda,nutricion normal (n),2007-01-01,105,94,51,94,156,188,344
51201,UYUNI,desnutricion aguda,nutricion normal (n),2007-01-01,141,174,75,73,216,247,463
30502,VACAS,desnutricion aguda,nutricion normal (n),2007-01-01,28,38,22,23,50,61,111
70801,VALLEGRANDE,desnutricion aguda,nutricion normal (n),2007-01-01,160,133,84,75,244,208,452
31302,VILA VILA,desnutricion aguda,nutricion normal (n),2007-01-01,12,6,10,3,22,9,31
60303,VILLA MONTES,desnutricion aguda,nutricion normal (n),2007-01-01,162,134,143,141,305,275,580
90502,VILLA NUEVA (LOMA ALTA),desnutricion aguda,nutricion normal (n),2007-01-01,7,9,16,9,23,18,41
31402,VILLA RIVERO,desnutricion aguda,nutricion normal (n),2007-01-01,24,36,27,29,51,65,116
10801,VILLA SERRANO,desnutricion aguda,nutricion normal (n),2007-01-01,121,113,137,139,258,252,510
31003,VILLA TUNARI,desnutricion aguda,nutricion normal (n),2007-01-01,537,452,267,227,804,679,1483
11001,VILLA VACA GUZMAN (MUYUPAMPA),desnutricion aguda,nutricion normal (n),2007-01-01,80,74,80,101,160,175,335
51501,VILLAZON,desnutricion aguda,nutricion normal (n),2007-01-01,264,255,177,170,441,425,866
30904,VINTO,desnutricion aguda,nutricion normal (n),2007-01-01,83,80,24,20,107,100,207
50602,VITICHI,desnutricion aguda,nutricion normal (n),2007-01-01,58,44,41,29,99,73,172
70201,WARNES,desnutricion aguda,nutricion normal (n),2007-01-01,342,329,218,211,560,540,1100
60301,YACUIBA,desnutricion aguda,nutricion normal (n),2007-01-01,437,379,159,151,596,530,1126
10602,YAMPARAEZ,desnutricion aguda,nutricion normal (n),2007-01-01,73,68,109,103,182,171,353
70403,YAPACANI,desnutricion aguda,nutricion normal (n),2007-01-01,337,375,160,155,497,530,1027
50103,YOCALLA,desnutricion aguda,nutricion normal (n),2007-01-01,13,15,15,16,28,31,59
10102,YOTALA,desnutricion aguda,nutricion normal (n),2007-01-01,49,53,53,66,102,119,221
60402,YUNCHARA,desnutricion aguda,nutricion normal (n),2007-01-01,38,66,52,44,90,110,200
10301,ZUDAÑEZ,desnutricion aguda,nutricion normal (n),2007-01-01,75,72,98,79,173,151,324
51302,ACACIO,desnutricion aguda,nutricion normal (n),2007-02-01,32,21,17,17,49,38,87
30201,AIQUILE,desnutricion aguda,nutricion normal (n),2007-02-01,67,54,56,37,123,91,214
31303,ALALAY,desnutricion aguda,nutricion normal (n),2007-02-01,23,19,23,18,46,37,83
10404,ALCALA,desnutricion aguda,nutricion normal (n),2007-02-01,32,39,33,29,65,68,133
41201,ANDAMARCA,desnutricion aguda,nutricion normal (n),2007-02-01,22,11,20,23,42,34,76
40603,ANTEQUERA,desnutricion aguda,nutricion normal (n),2007-02-01,1,1,7,3,8,4,12
30402,ANZALDO,desnutricion aguda,nutricion normal (n),2007-02-01,13,20,17,21,30,41,71
51301,ARAMPAMPA,desnutricion aguda,nutricion normal (n),2007-02-01,52,42,46,43,98,85,183
30501,ARANI,desnutricion aguda,nutricion normal (n),2007-02-01,64,33,85,87,149,120,269
30403,ARBIETO,desnutricion aguda,nutricion normal (n),2007-02-01,58,51,48,42,106,93,199
30601,ARQUE,desnutricion aguda,nutricion normal (n),2007-02-01,46,29,22,21,68,50,118
71501,ASCENCION DE GUARAYOS,desnutricion aguda,nutricion normal (n),2007-02-01,196,217,208,186,404,403,807
50802,ATOCHA,desnutricion aguda,nutricion normal (n),2007-02-01,68,53,35,33,103,86,189
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion aguda,nutricion normal (n),2007-02-01,118,124,77,60,195,184,379
10201,AZURDUY,desnutricion aguda,nutricion normal (n),2007-02-01,228,181,236,184,464,365,829
80802,BAURES,desnutricion aguda,nutricion normal (n),2007-02-01,39,34,26,38,65,72,137
41202,BELEN DE ANDAMARCA,desnutricion aguda,nutricion normal (n),2007-02-01,10,5,7,6,17,11,28
50104,BELEN DE URMIRI,desnutricion aguda,nutricion normal (n),2007-02-01,2,8,6,6,8,14,22
90104,BELLA FLOR,desnutricion aguda,nutricion normal (n),2007-02-01,6,4,4,4,10,8,18
60202,BERMEJO,desnutricion aguda,nutricion normal (n),2007-02-01,20,24,18,9,38,33,71
50301,BETANZOS,desnutricion aguda,nutricion normal (n),2007-02-01,135,120,109,101,244,221,465
31501,BOLIVAR,desnutricion aguda,nutricion normal (n),2007-02-01,35,32,35,28,70,60,130
90103,BOLPEBRA,desnutricion aguda,nutricion normal (n),2007-02-01,3,8,8,9,11,17,28
70707,BOYUIBE,desnutricion aguda,nutricion normal (n),2007-02-01,27,21,24,21,51,42,93
70401,BUENA VISTA,desnutricion aguda,nutricion normal (n),2007-02-01,158,143,95,114,253,257,510
70703,CABEZAS,desnutricion aguda,nutricion normal (n),2007-02-01,130,69,79,69,209,138,347
51102,"CAIZA ""D""",desnutricion aguda,nutricion normal (n),2007-02-01,48,37,44,47,92,84,176
21003,CAJUATA,desnutricion aguda,nutricion normal (n),2007-02-01,76,79,47,38,123,117,240
10701,CAMARGO,desnutricion aguda,nutricion normal (n),2007-02-01,120,127,103,85,223,212,435
10901,CAMATAQUI (C. VILLA ABECIA),desnutricion aguda,nutricion normal (n),2007-02-01,29,31,39,25,68,56,124
70706,CAMIRI,desnutricion aguda,nutricion normal (n),2007-02-01,224,234,228,180,452,414,866
30701,CAPINOTA,desnutricion aguda,nutricion normal (n),2007-02-01,58,57,40,27,98,84,182
40102,CARACOLLO,desnutricion aguda,nutricion normal (n),2007-02-01,52,52,31,20,83,72,155
41503,CARANGAS,desnutricion aguda,nutricion normal (n),2007-02-01,0,0,2,0,2,0,2
60302,CARAPARI,desnutricion aguda,nutricion normal (n),2007-02-01,68,83,87,89,155,172,327
50702,CARIPUYO,desnutricion aguda,nutricion normal (n),2007-02-01,54,59,62,62,116,121,237
71403,CARMEN RIVERO TORREZ,desnutricion aguda,nutricion normal (n),2007-02-01,25,9,14,3,39,12,51
40201,CHALLAPATA,desnutricion aguda,nutricion normal (n),2007-02-01,101,92,60,66,161,158,319
50302,CHAQUI,desnutricion aguda,nutricion normal (n),2007-02-01,44,37,42,41,86,78,164
70702,CHARAGUA,desnutricion aguda,nutricion normal (n),2007-02-01,243,226,202,176,445,402,847
50202,CHAYANTA,desnutricion aguda,nutricion normal (n),2007-02-01,79,89,73,46,152,135,287
31204,CHIMORE,desnutricion aguda,nutricion normal (n),2007-02-01,53,56,46,21,99,77,176
40903,CHIPAYA,desnutricion aguda,nutricion normal (n),2007-02-01,4,6,6,4,10,10,20
30801,CLIZA,desnutricion aguda,nutricion normal (n),2007-02-01,6,2,2,1,8,3,11
90101,COBIJA,desnutricion aguda,nutricion normal (n),2007-02-01,234,203,117,101,351,304,655
30101,COCHABAMBA,desnutricion aguda,nutricion normal (n),2007-02-01,1745,1592,901,887,2646,2479,5125
40902,COIPASA,desnutricion aguda,nutricion normal (n),2007-02-01,1,3,1,0,2,3,5
30905,COLCAPIRHUA,desnutricion aguda,nutricion normal (n),2007-02-01,184,184,77,76,261,260,521
50901,"COLCHA ""K""",desnutricion aguda,nutricion normal (n),2007-02-01,90,70,38,41,128,111,239
31002,COLOMI,desnutricion aguda,nutricion normal (n),2007-02-01,152,120,72,51,224,171,395
70603,COLPA BELGICA,desnutricion aguda,nutricion normal (n),2007-02-01,33,39,29,11,62,50,112
50401,COLQUECHACA,desnutricion aguda,nutricion normal (n),2007-02-01,121,123,71,71,192,194,386
21004,COLQUIRI,desnutricion aguda,nutricion normal (n),2007-02-01,145,107,85,108,230,215,445
71301,COMARAPA,desnutricion aguda,nutricion normal (n),2007-02-01,57,55,36,43,93,98,191
71101,CONCEPCION,desnutricion aguda,nutricion normal (n),2007-02-01,124,92,75,53,199,145,344
40301,CORQUE,desnutricion aguda,nutricion normal (n),2007-02-01,21,14,20,19,41,33,74
50601,COTAGAITA,desnutricion aguda,nutricion normal (n),2007-02-01,141,164,146,103,287,267,554
70102,COTOCA,desnutricion aguda,nutricion normal (n),2007-02-01,77,119,57,21,134,140,274
71106,CUATRO CAÑADAS,desnutricion aguda,nutricion normal (n),2007-02-01,110,115,119,90,229,205,434
31405,CUCHUMUELA (V. G. VILLARROEL),desnutricion aguda,nutricion normal (n),2007-02-01,11,9,9,7,20,16,36
70704,CUEVO,desnutricion aguda,nutricion normal (n),2007-02-01,16,31,33,30,49,61,110
10902,CULPINA,desnutricion aguda,nutricion normal (n),2007-02-01,210,189,159,179,369,368,737
40401,CURAHUARA DE CARANGAS,desnutricion aguda,nutricion normal (n),2007-02-01,25,20,6,16,31,36,67
40103,EL CHORO,desnutricion aguda,nutricion normal (n),2007-02-01,16,13,24,32,40,45,85
71503,EL PUENTE(STC),desnutricion aguda,nutricion normal (n),2007-02-01,98,102,58,59,156,161,317
60502,EL PUENTE(TJA),desnutricion aguda,nutricion normal (n),2007-02-01,63,43,87,49,150,92,242
70105,EL TORNO,desnutricion aguda,nutricion normal (n),2007-02-01,88,116,58,24,146,140,286
10405,EL VILLAR,desnutricion aguda,nutricion normal (n),2007-02-01,84,71,93,67,177,138,315
60601,ENTRE RIOS,desnutricion aguda,nutricion normal (n),2007-02-01,115,95,102,111,217,206,423
60601,ENTRE RIOS,desnutricion aguda,nutricion normal (n),2007-02-01,177,195,75,94,252,289,541
40502,ESCARA,desnutricion aguda,nutricion normal (n),2007-02-01,1,2,1,1,2,3,5
41101,EUCALIPTUS,desnutricion aguda,nutricion normal (n),2007-02-01,24,13,9,9,33,22,55
90503,EUREKA (SANTOS MERCADO),desnutricion aguda,nutricion normal (n),2007-02-01,9,10,7,4,16,14,30
80402,EXALTACION,desnutricion aguda,nutricion normal (n),2007-02-01,25,14,36,38,61,52,113
71004,FERNANDEZ ALONSO,desnutricion aguda,nutricion normal (n),2007-02-01,72,67,46,61,118,128,246
