codigo_municipio,municipio,grupo,variable,mes,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
51302,ACACIO,desnutricion global,desnutricion moderada (m),2005-01-01,9,10,7,11,16,21,37
20201,ACHACACHI,desnutricion global,desnutricion moderada (m),2005-01-01,5,5,7,12,12,17,29
20104,ACHOCALLA,desnutricion global,desnutricion moderada (m),2005-01-01,6,10,4,3,10,13,23
30201,AIQUILE,desnutricion global,desnutricion moderada (m),2005-01-01,11,2,7,5,18,7,25
10404,ALCALA,desnutricion global,desnutricion moderada (m),2005-01-01,8,4,8,7,16,11,27
20202,ANCORAIMES,desnutricion global,desnutricion moderada (m),2005-01-01,7,5,2,8,9,13,22
41201,ANDAMARCA,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,0,0,1,0,1
40603,ANTEQUERA,desnutricion global,desnutricion moderada (m),2005-01-01,3,2,2,1,5,3,8
30402,ANZALDO,desnutricion global,desnutricion moderada (m),2005-01-01,2,3,1,2,3,5,8
20701,APOLO,desnutricion global,desnutricion moderada (m),2005-01-01,7,5,4,7,11,12,23
51301,ARAMPAMPA,desnutricion global,desnutricion moderada (m),2005-01-01,3,1,0,2,3,3,6
30501,ARANI,desnutricion global,desnutricion moderada (m),2005-01-01,2,6,2,0,4,6,10
30403,ARBIETO,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,0,1,1,1,2
30601,ARQUE,desnutricion global,desnutricion moderada (m),2005-01-01,7,7,5,7,12,14,26
50802,ATOCHA,desnutricion global,desnutricion moderada (m),2005-01-01,6,6,6,13,12,19,31
20503,AUCAPATA,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,4,3,4,4,8
20502,AYATA,desnutricion global,desnutricion moderada (m),2005-01-01,8,3,4,0,12,3,15
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion global,desnutricion moderada (m),2005-01-01,9,18,5,13,14,31,45
10201,AZURDUY,desnutricion global,desnutricion moderada (m),2005-01-01,10,20,13,18,23,38,61
21203,BATALLAS,desnutricion global,desnutricion moderada (m),2005-01-01,2,3,1,0,3,3,6
80802,BAURES,desnutricion global,desnutricion moderada (m),2005-01-01,4,0,1,0,5,0,5
50104,BELEN DE URMIRI,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,1,0,1,1,2
60202,BERMEJO,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,1,0,1,0,1
50301,BETANZOS,desnutricion global,desnutricion moderada (m),2005-01-01,31,29,29,24,60,53,113
31501,BOLIVAR,desnutricion global,desnutricion moderada (m),2005-01-01,10,9,24,19,34,28,62
70707,BOYUIBE,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,0,4,1,4,5
70401,BUENA VISTA,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,0,1,1,1,2
70703,CABEZAS,desnutricion global,desnutricion moderada (m),2005-01-01,6,6,2,1,8,7,15
20905,CAIROMA,desnutricion global,desnutricion moderada (m),2005-01-01,11,8,13,10,24,18,42
51102,"CAIZA ""D""",desnutricion global,desnutricion moderada (m),2005-01-01,4,1,10,5,14,6,20
21003,CAJUATA,desnutricion global,desnutricion moderada (m),2005-01-01,2,1,7,1,9,2,11
21304,CALAMARCA,desnutricion global,desnutricion moderada (m),2005-01-01,22,14,20,21,42,35,77
10701,CAMARGO,desnutricion global,desnutricion moderada (m),2005-01-01,7,10,9,7,16,17,33
10901,CAMATAQUI (C. VILLA ABECIA),desnutricion global,desnutricion moderada (m),2005-01-01,3,1,0,1,3,2,5
70706,CAMIRI,desnutricion global,desnutricion moderada (m),2005-01-01,11,25,14,26,25,51,76
30701,CAPINOTA,desnutricion global,desnutricion moderada (m),2005-01-01,14,4,0,9,14,13,27
20302,CAQUIAVIRI,desnutricion global,desnutricion moderada (m),2005-01-01,0,3,2,1,2,4,6
40102,CARACOLLO,desnutricion global,desnutricion moderada (m),2005-01-01,10,6,0,4,10,10,20
22001,CARANAVI,desnutricion global,desnutricion moderada (m),2005-01-01,10,18,10,14,20,32,52
60302,CARAPARI,desnutricion global,desnutricion moderada (m),2005-01-01,2,4,4,0,6,4,10
40201,CHALLAPATA,desnutricion global,desnutricion moderada (m),2005-01-01,7,8,6,8,13,16,29
50302,CHAQUI,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,4,0,5,1,6
70702,CHARAGUA,desnutricion global,desnutricion moderada (m),2005-01-01,16,17,7,13,23,30,53
20305,CHARAÑA,desnutricion global,desnutricion moderada (m),2005-01-01,1,2,1,1,2,3,5
50202,CHAYANTA,desnutricion global,desnutricion moderada (m),2005-01-01,13,3,1,15,14,18,32
31204,CHIMORE,desnutricion global,desnutricion moderada (m),2005-01-01,4,0,1,4,5,4,9
40302,CHOQUE COTA,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,1,0,3,0,3
21101,CHULUMANI (V. DE LA LIBERTAD),desnutricion global,desnutricion moderada (m),2005-01-01,0,2,0,0,0,2,2
20501,CHUMA,desnutricion global,desnutricion moderada (m),2005-01-01,6,6,3,1,9,7,16
30801,CLIZA,desnutricion global,desnutricion moderada (m),2005-01-01,11,9,3,5,14,14,28
90101,COBIJA,desnutricion global,desnutricion moderada (m),2005-01-01,4,5,5,4,9,9,18
30101,COCHABAMBA,desnutricion global,desnutricion moderada (m),2005-01-01,67,57,25,25,92,82,174
40902,COIPASA,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,1,0,2,0,2
30905,COLCAPIRHUA,desnutricion global,desnutricion moderada (m),2005-01-01,7,9,2,6,9,15,24
50901,"COLCHA ""K""",desnutricion global,desnutricion moderada (m),2005-01-01,1,0,1,1,2,1,3
21307,COLLANA,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,0,0,1,1
31002,COLOMI,desnutricion global,desnutricion moderada (m),2005-01-01,3,7,2,3,5,10,15
70603,COLPA BELGICA,desnutricion global,desnutricion moderada (m),2005-01-01,1,3,0,2,1,5,6
50401,COLQUECHACA,desnutricion global,desnutricion moderada (m),2005-01-01,13,10,4,5,17,15,32
21306,COLQUENCHA,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,1,2,3,4,7
21004,COLQUIRI,desnutricion global,desnutricion moderada (m),2005-01-01,12,5,12,11,24,16,40
71301,COMARAPA,desnutricion global,desnutricion moderada (m),2005-01-01,8,10,7,6,15,16,31
71101,CONCEPCION,desnutricion global,desnutricion moderada (m),2005-01-01,6,0,0,0,6,0,6
21701,COPACABANA,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,2,2,4,2,6
20301,CORO CORO,desnutricion global,desnutricion moderada (m),2005-01-01,2,5,4,8,6,13,19
21401,COROICO,desnutricion global,desnutricion moderada (m),2005-01-01,3,2,2,2,5,4,9
40301,CORQUE,desnutricion global,desnutricion moderada (m),2005-01-01,7,5,0,0,7,5,12
50601,COTAGAITA,desnutricion global,desnutricion moderada (m),2005-01-01,30,13,21,28,51,41,92
70102,COTOCA,desnutricion global,desnutricion moderada (m),2005-01-01,9,9,4,7,13,16,29
71106,CUATRO CAÑADAS,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,1,0,3,0,3
70704,CUEVO,desnutricion global,desnutricion moderada (m),2005-01-01,4,3,2,4,6,7,13
10902,CULPINA,desnutricion global,desnutricion moderada (m),2005-01-01,24,19,16,23,40,42,82
40401,CURAHUARA DE CARANGAS,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,0,0,1,0,1
21602,CURVA,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,0,0,2,0,2
20804,DESAGUADERO,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,0,0,2,0,2
20105,EL ALTO,desnutricion global,desnutricion moderada (m),2005-01-01,192,178,83,85,275,263,538
40103,EL CHORO,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,1,1,1,1,2
60502,EL PUENTE(TJA),desnutricion global,desnutricion moderada (m),2005-01-01,5,3,5,10,10,13,23
70105,EL TORNO,desnutricion global,desnutricion moderada (m),2005-01-01,4,4,5,8,9,12,21
10405,EL VILLAR,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,4,13,6,15,21
60601,ENTRE RIOS,desnutricion global,desnutricion moderada (m),2005-01-01,13,18,7,16,20,34,54
60601,ENTRE RIOS,desnutricion global,desnutricion moderada (m),2005-01-01,11,3,1,1,12,4,16
41101,EUCALIPTUS,desnutricion global,desnutricion moderada (m),2005-01-01,2,1,1,1,3,2,5
80402,EXALTACION,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,1,1,1,2,3
71004,FERNANDEZ ALONSO,desnutricion global,desnutricion moderada (m),2005-01-01,2,6,2,3,4,9,13
90203,FILADELFIA,desnutricion global,desnutricion moderada (m),2005-01-01,1,2,1,1,2,3,5
71002,GENERAL SAAVEDRA,desnutricion global,desnutricion moderada (m),2005-01-01,11,0,9,0,20,0,20
21601,GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,desnutricion moderada (m),2005-01-01,1,3,3,2,4,5,9
20602,GUANAY,desnutricion global,desnutricion moderada (m),2005-01-01,2,3,0,0,2,3,5
20802,GUAQUI,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,0,0,1,0,1
70705,GUTIERREZ,desnutricion global,desnutricion moderada (m),2005-01-01,25,19,24,31,49,50,99
10502,HUACARETA,desnutricion global,desnutricion moderada (m),2005-01-01,8,5,5,3,13,8,21
11002,HUACAYA (VILLA DE HUACAYA),desnutricion global,desnutricion moderada (m),2005-01-01,0,2,4,2,4,4,8
40701,HUANUNI,desnutricion global,desnutricion moderada (m),2005-01-01,15,6,3,5,18,11,29
80803,HUARACAJE,desnutricion global,desnutricion moderada (m),2005-01-01,0,2,0,1,0,3,3
41601,HUAYLLAMARCA,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,0,0,1,1
21005,ICHOCA,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,2,2,2,2,4
10304,ICLA,desnutricion global,desnutricion moderada (m),2005-01-01,29,21,28,30,57,51,108
10703,INCAHUASI,desnutricion global,desnutricion moderada (m),2005-01-01,25,35,12,23,37,58,95
21001,INQUISIVI,desnutricion global,desnutricion moderada (m),2005-01-01,10,6,2,7,12,13,25
21102,IRUPANA (VILLA DE LANZA),desnutricion global,desnutricion moderada (m),2005-01-01,1,1,2,2,3,3,6
21501,IXIAMAS,desnutricion global,desnutricion moderada (m),2005-01-01,2,3,2,5,4,8,12
20806,JESUS DE MACHACA,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,1,0,2,1,3
21105,LA ASUNTA,desnutricion global,desnutricion moderada (m),2005-01-01,9,14,4,14,13,28,41
70104,LA GUARDIA,desnutricion global,desnutricion moderada (m),2005-01-01,14,7,9,10,23,17,40
20101,LA PAZ,desnutricion global,desnutricion moderada (m),2005-01-01,114,104,48,65,162,169,331
70701,LAGUNILLAS,desnutricion global,desnutricion moderada (m),2005-01-01,3,1,2,6,5,7,12
21202,LAJA,desnutricion global,desnutricion moderada (m),2005-01-01,2,3,0,1,2,4,6
10903,LAS CARRERAS,desnutricion global,desnutricion moderada (m),2005-01-01,1,3,0,2,1,5,6
50203,LLALLAGUA,desnutricion global,desnutricion moderada (m),2005-01-01,19,11,13,9,32,20,52
20901,LURIBAY,desnutricion global,desnutricion moderada (m),2005-01-01,1,2,3,5,4,7,11
11003,MACHARETI,desnutricion global,desnutricion moderada (m),2005-01-01,4,5,6,3,10,8,18
80801,MAGDALENA,desnutricion global,desnutricion moderada (m),2005-01-01,12,3,0,1,12,4,16
70903,MAIRANA,desnutricion global,desnutricion moderada (m),2005-01-01,3,0,0,0,3,0,3
20904,MALLA,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,0,0,2,0,2
20607,MAPIRI,desnutricion global,desnutricion moderada (m),2005-01-01,6,3,2,3,8,6,14
20103,MECAPACA,desnutricion global,desnutricion moderada (m),2005-01-01,6,11,6,10,12,21,33
71003,MINEROS,desnutricion global,desnutricion moderada (m),2005-01-01,19,15,2,1,21,16,37
31301,MIZQUE,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,2,7,4,9,13
20402,MOCOMOCO,desnutricion global,desnutricion moderada (m),2005-01-01,4,3,2,1,6,4,10
51002,MOJINETE,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,1,0,2,0,2
10303,MOJOCOYA,desnutricion global,desnutricion moderada (m),2005-01-01,5,7,7,1,12,8,20
10501,MONTEAGUDO,desnutricion global,desnutricion moderada (m),2005-01-01,7,5,13,25,20,30,50
71001,MONTERO,desnutricion global,desnutricion moderada (m),2005-01-01,102,14,48,5,150,19,169
70803,MORO MORO,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,1,1,2,2,4
30302,MOROCHATA,desnutricion global,desnutricion moderada (m),2005-01-01,8,6,2,2,10,8,18
50404,OCURI,desnutricion global,desnutricion moderada (m),2005-01-01,25,19,10,13,35,32,67
70202,OKINAWA,desnutricion global,desnutricion moderada (m),2005-01-01,3,4,1,1,4,5,9
40101,ORURO,desnutricion global,desnutricion moderada (m),2005-01-01,84,79,42,46,126,125,251
60201,PADCAYA,desnutricion global,desnutricion moderada (m),2005-01-01,4,4,3,2,7,6,13
10401,PADILLA,desnutricion global,desnutricion moderada (m),2005-01-01,8,10,14,11,22,21,43
70502,PAILON,desnutricion global,desnutricion moderada (m),2005-01-01,0,7,2,0,2,7,9
20102,PALCA,desnutricion global,desnutricion moderada (m),2005-01-01,18,4,15,3,33,7,40
21104,PALOS BLANCOS,desnutricion global,desnutricion moderada (m),2005-01-01,13,9,5,8,18,17,35
40802,PAMPA AULLAGAS,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,1,2,1,3,4
70902,PAMPA GRANDE,desnutricion global,desnutricion moderada (m),2005-01-01,4,2,0,7,4,9,13
21802,PAPEL PAMPA,desnutricion global,desnutricion moderada (m),2005-01-01,0,3,0,0,0,3,3
30202,PASORAPA,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,1,1,3,3,6
21305,PATACAMAYA,desnutricion global,desnutricion moderada (m),2005-01-01,9,11,3,9,12,20,32
40602,PAZÑA,desnutricion global,desnutricion moderada (m),2005-01-01,1,2,2,0,3,2,5
20702,PELECHUCO,desnutricion global,desnutricion moderada (m),2005-01-01,6,0,1,5,7,5,12
50403,POCOATA,desnutricion global,desnutricion moderada (m),2005-01-01,20,19,16,19,36,38,74
31203,POCONA,desnutricion global,desnutricion moderada (m),2005-01-01,6,0,1,3,7,3,10
31202,POJO (CBBA),desnutricion global,desnutricion moderada (m),2005-01-01,2,9,2,4,4,13,17
51203,PORCO,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,1,0,2,1,3
10103,POROMA,desnutricion global,desnutricion moderada (m),2005-01-01,19,18,14,12,33,30,63
70103,PORONGO,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,0,0,1,0,1
70601,PORTACHUELO,desnutricion global,desnutricion moderada (m),2005-01-01,1,6,3,2,4,8,12
90102,PORVENIR,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,0,1,0,1,1
70804,POSTRER VALLE,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,1,0,1,0,1
50101,POTOSI,desnutricion global,desnutricion moderada (m),2005-01-01,37,44,17,24,54,68,122
10302,PRESTO,desnutricion global,desnutricion moderada (m),2005-01-01,13,6,7,5,20,11,31
21201,PUCARANI,desnutricion global,desnutricion moderada (m),2005-01-01,9,3,1,0,10,3,13
20401,PUERTO ACOSTA,desnutricion global,desnutricion moderada (m),2005-01-01,3,2,1,2,4,4,8
20403,PUERTO CARABUCO,desnutricion global,desnutricion moderada (m),2005-01-01,3,6,5,9,8,15,23
90301,PUERTO GONZALO MORENO,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,2,3,3,4,7
21204,PUERTO PEREZ,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,2,0,2,0,2
90201,PUERTO RICO,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,1,0,3,2,5
31205,PUERTO VILLARROEL,desnutricion global,desnutricion moderada (m),2005-01-01,37,37,27,24,64,61,125
51101,PUNA,desnutricion global,desnutricion moderada (m),2005-01-01,10,23,11,19,21,42,63
31401,PUNATA,desnutricion global,desnutricion moderada (m),2005-01-01,6,5,1,3,7,8,15
20604,QUIABAYA,desnutricion global,desnutricion moderada (m),2005-01-01,3,2,2,1,5,3,8
30901,QUILLACOLLO,desnutricion global,desnutricion moderada (m),2005-01-01,10,8,9,4,19,12,31
21002,QUIME,desnutricion global,desnutricion moderada (m),2005-01-01,11,4,11,4,22,8,30
50402,RAVELO,desnutricion global,desnutricion moderada (m),2005-01-01,9,1,12,3,21,4,25
80301,REYES,desnutricion global,desnutricion moderada (m),2005-01-01,5,3,7,6,12,9,21
80201,RIBERALTA,desnutricion global,desnutricion moderada (m),2005-01-01,35,37,26,42,61,79,140
70503,ROBORE,desnutricion global,desnutricion moderada (m),2005-01-01,0,11,7,0,7,11,18
80304,RURRENABAQUE,desnutricion global,desnutricion moderada (m),2005-01-01,1,2,1,0,2,2,4
31001,SACABA,desnutricion global,desnutricion moderada (m),2005-01-01,19,16,8,12,27,28,55
30404,SACABAMBA,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,2,0,4,2,6
71302,SAIPINA,desnutricion global,desnutricion moderada (m),2005-01-01,5,2,0,2,5,4,9
40801,SALINAS DE GARCI MENDOZA,desnutricion global,desnutricion moderada (m),2005-01-01,2,3,2,1,4,4,8
70901,SAMAIPATA,desnutricion global,desnutricion moderada (m),2005-01-01,6,0,1,0,7,0,7
80602,SAN ANDRES,desnutricion global,desnutricion moderada (m),2005-01-01,3,0,1,2,4,2,6
20805,SAN ANDRES DE MACHACA,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,0,0,1,1
71105,SAN ANTONIO DE LOMERIO,desnutricion global,desnutricion moderada (m),2005-01-01,10,7,11,20,21,27,48
31403,SAN BENITO,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,0,2,1,3,4
80302,SAN BORJA,desnutricion global,desnutricion moderada (m),2005-01-01,19,19,9,12,28,31,59
21502,SAN BUENA VENTURA,desnutricion global,desnutricion moderada (m),2005-01-01,5,5,4,3,9,8,17
70402,SAN CARLOS,desnutricion global,desnutricion moderada (m),2005-01-01,7,3,4,0,11,3,14
80501,SAN IGNACIO,desnutricion global,desnutricion moderada (m),2005-01-01,18,9,12,6,30,15,45
70301,SAN IGNACIO DE VELASCO,desnutricion global,desnutricion moderada (m),2005-01-01,45,35,26,35,71,70,141
71102,SAN JAVIER(STC),desnutricion global,desnutricion moderada (m),2005-01-01,4,0,3,0,7,0,7
80701,SAN JOAQUIN,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,0,1,2,3,5
70501,SAN JOSE DE CHIQUITOS,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,1,2,2,3,5
70404,SAN JUAN DE YAPACANI,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,2,3,2,3,5
71104,SAN JULIAN,desnutricion global,desnutricion moderada (m),2005-01-01,11,1,4,1,15,2,17
90302,SAN LORENZO(PND),desnutricion global,desnutricion moderada (m),2005-01-01,0,2,1,0,1,2,3
60501,SAN LORENZO(TJA),desnutricion global,desnutricion moderada (m),2005-01-01,7,9,7,10,14,19,33
10702,SAN LUCAS,desnutricion global,desnutricion moderada (m),2005-01-01,87,62,48,87,135,149,284
70302,SAN MIGUEL DE VELASCO,desnutricion global,desnutricion moderada (m),2005-01-01,6,8,3,8,9,16,25
51001,SAN PABLO DE LIPEZ,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,1,2,3,2,5
71005,SAN PEDRO,desnutricion global,desnutricion moderada (m),2005-01-01,9,8,5,6,14,14,28
50501,SAN PEDRO DE BUENA VISTA,desnutricion global,desnutricion moderada (m),2005-01-01,12,19,13,16,25,35,60
21801,SAN PEDRO DE CURAHUARA,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,1,1,2,2,4
90202,SAN PEDRO(PND),desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,0,0,1,1
70303,SAN RAFAEL,desnutricion global,desnutricion moderada (m),2005-01-01,4,3,3,3,7,6,13
80702,SAN RAMON,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,0,0,2,0,2
80702,SAN RAMON,desnutricion global,desnutricion moderada (m),2005-01-01,7,0,5,0,12,0,12
80401,SANTA ANA,desnutricion global,desnutricion moderada (m),2005-01-01,7,3,1,2,8,5,13
70101,SANTA CRUZ DE LA SIERRA,desnutricion global,desnutricion moderada (m),2005-01-01,352,203,116,100,468,303,771
80303,SANTA ROSA,desnutricion global,desnutricion moderada (m),2005-01-01,1,4,0,2,1,6,7
70602,SANTA ROSA DEL SARA,desnutricion global,desnutricion moderada (m),2005-01-01,4,3,1,3,5,6,11
20308,SANTIAGO DE CALLAPA,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,1,1,1,1,2
41401,SANTIAGO DE HUARI,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,0,0,1,0,1
21901,SANTIAGO DE MACHACA,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,0,1,0,1,1
30702,SANTIVAÑES,desnutricion global,desnutricion moderada (m),2005-01-01,3,1,2,0,5,1,6
40202,SANTUARIO DE QUILLACAS,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,0,1,0,1,1
20902,SAPAHAQUI,desnutricion global,desnutricion moderada (m),2005-01-01,6,3,0,4,6,7,13
90303,SENA,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,0,0,1,1,2
21301,SICA SICA (VILLA AROMA),desnutricion global,desnutricion moderada (m),2005-01-01,14,13,18,7,32,20,52
30703,SICAYA,desnutricion global,desnutricion moderada (m),2005-01-01,2,1,4,0,6,1,7
30902,SIPE SIPE,desnutricion global,desnutricion moderada (m),2005-01-01,6,12,7,8,13,20,33
10403,SOPACHUY,desnutricion global,desnutricion moderada (m),2005-01-01,6,13,8,14,14,27,41
40104,SORACACHI,desnutricion global,desnutricion moderada (m),2005-01-01,2,1,1,1,3,2,5
20601,SORATA,desnutricion global,desnutricion moderada (m),2005-01-01,4,8,6,12,10,20,30
10101,SUCRE,desnutricion global,desnutricion moderada (m),2005-01-01,32,22,28,23,60,45,105
31404,TACACHI,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,0,0,1,1,2
20603,TACACOMA,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,1,1,1,1,2
50303,TACOBAMBA,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,1,2,1,2,3
30602,TACOPAYA,desnutricion global,desnutricion moderada (m),2005-01-01,5,6,1,1,6,7,13
31101,TAPACARI,desnutricion global,desnutricion moderada (m),2005-01-01,16,12,15,11,31,23,54
10601,TARABUCO,desnutricion global,desnutricion moderada (m),2005-01-01,47,32,49,75,96,107,203
20807,TARACO,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,1,0,2,0,2
30401,TARATA,desnutricion global,desnutricion moderada (m),2005-01-01,6,5,2,1,8,6,14
60101,TARIJA,desnutricion global,desnutricion moderada (m),2005-01-01,28,25,19,23,47,48,95
10202,TARVITA,desnutricion global,desnutricion moderada (m),2005-01-01,23,15,25,26,48,41,89
20608,TEOPONTE,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,1,0,1,1,2
20803,TIAWANACU,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,1,0,3,0,3
50102,TINGUIPAYA,desnutricion global,desnutricion moderada (m),2005-01-01,13,9,6,7,19,16,35
20606,TIPUANI,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,1,0,2,1,3
30903,TIQUIPAYA,desnutricion global,desnutricion moderada (m),2005-01-01,10,6,4,2,14,8,22
31601,TIRAQUE (CBBA),desnutricion global,desnutricion moderada (m),2005-01-01,28,27,11,16,39,43,82
21703,TITO YUPANQUI (PARQUIPUJIO),desnutricion global,desnutricion moderada (m),2005-01-01,1,1,0,0,1,1,2
30802,TOCO,desnutricion global,desnutricion moderada (m),2005-01-01,6,0,2,3,8,3,11
41001,TOLEDO,desnutricion global,desnutricion moderada (m),2005-01-01,3,1,0,0,3,1,4
51202,TOMAVE,desnutricion global,desnutricion moderada (m),2005-01-01,4,0,0,0,4,0,4
10402,TOMINA,desnutricion global,desnutricion moderada (m),2005-01-01,19,15,20,34,39,49,88
50502,TORO TORO,desnutricion global,desnutricion moderada (m),2005-01-01,5,5,3,3,8,8,16
31201,TOTORA(CBBA),desnutricion global,desnutricion moderada (m),2005-01-01,7,5,4,2,11,7,18
41301,TOTORA(ORR),desnutricion global,desnutricion moderada (m),2005-01-01,0,1,1,0,1,1,2
80101,TRINIDAD,desnutricion global,desnutricion moderada (m),2005-01-01,38,36,9,16,47,52,99
50801,TUPIZA,desnutricion global,desnutricion moderada (m),2005-01-01,17,8,6,14,23,22,45
40402,TURCO,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,0,0,1,1
50201,UNCIA,desnutricion global,desnutricion moderada (m),2005-01-01,24,14,8,15,32,29,61
60401,URIONDO (A. CONCEPCION),desnutricion global,desnutricion moderada (m),2005-01-01,2,4,8,10,10,14,24
51201,UYUNI,desnutricion global,desnutricion moderada (m),2005-01-01,4,1,7,1,11,2,13
30502,VACAS,desnutricion global,desnutricion moderada (m),2005-01-01,14,10,5,2,19,12,31
