codigo_municipio,municipio,grupo,variable,mes,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
51302,ACACIO,desnutricion global,desnutricion leve (l),2006-01-01,23,10,18,28,41,38,79
20201,ACHACACHI,desnutricion global,desnutricion leve (l),2006-01-01,38,38,47,65,85,103,188
20104,ACHOCALLA,desnutricion global,desnutricion leve (l),2006-01-01,6,4,4,8,10,12,22
30201,AIQUILE,desnutricion global,desnutricion leve (l),2006-01-01,31,28,13,29,44,57,101
31303,ALALAY,desnutricion global,desnutricion leve (l),2006-01-01,0,4,0,2,0,6,6
10404,ALCALA,desnutricion global,desnutricion leve (l),2006-01-01,12,13,32,24,44,37,81
20202,ANCORAIMES,desnutricion global,desnutricion leve (l),2006-01-01,31,36,46,71,77,107,184
41201,ANDAMARCA,desnutricion global,desnutricion leve (l),2006-01-01,3,0,5,2,8,2,10
30402,ANZALDO,desnutricion global,desnutricion leve (l),2006-01-01,9,5,11,9,20,14,34
20701,APOLO,desnutricion global,desnutricion leve (l),2006-01-01,19,23,17,15,36,38,74
51301,ARAMPAMPA,desnutricion global,desnutricion leve (l),2006-01-01,12,16,24,24,36,40,76
30501,ARANI,desnutricion global,desnutricion leve (l),2006-01-01,3,6,9,6,12,12,24
30403,ARBIETO,desnutricion global,desnutricion leve (l),2006-01-01,9,5,4,10,13,15,28
30601,ARQUE,desnutricion global,desnutricion leve (l),2006-01-01,29,30,23,25,52,55,107
50802,ATOCHA,desnutricion global,desnutricion leve (l),2006-01-01,30,30,33,24,63,54,117
20503,AUCAPATA,desnutricion global,desnutricion leve (l),2006-01-01,12,4,10,2,22,6,28
20502,AYATA,desnutricion global,desnutricion leve (l),2006-01-01,31,21,18,26,49,47,96
21303,AYO AYO,desnutricion global,desnutricion leve (l),2006-01-01,15,3,10,3,25,6,31
30301,AYOPAYA (V. DE INDEPENDENCIA),desnutricion global,desnutricion leve (l),2006-01-01,50,31,58,38,108,69,177
10201,AZURDUY,desnutricion global,desnutricion leve (l),2006-01-01,29,33,64,70,93,103,196
21203,BATALLAS,desnutricion global,desnutricion leve (l),2006-01-01,19,14,8,7,27,21,48
80802,BAURES,desnutricion global,desnutricion leve (l),2006-01-01,4,8,4,6,8,14,22
41202,BELEN DE ANDAMARCA,desnutricion global,desnutricion leve (l),2006-01-01,1,1,4,0,5,1,6
50104,BELEN DE URMIRI,desnutricion global,desnutricion leve (l),2006-01-01,2,2,4,5,6,7,13
90104,BELLA FLOR,desnutricion global,desnutricion leve (l),2006-01-01,5,5,1,5,6,10,16
60202,BERMEJO,desnutricion global,desnutricion leve (l),2006-01-01,10,9,6,4,16,13,29
50301,BETANZOS,desnutricion global,desnutricion leve (l),2006-01-01,64,78,126,133,190,211,401
31501,BOLIVAR,desnutricion global,desnutricion leve (l),2006-01-01,43,40,45,39,88,79,167
90103,BOLPEBRA,desnutricion global,desnutricion leve (l),2006-01-01,1,2,1,3,2,5,7
70707,BOYUIBE,desnutricion global,desnutricion leve (l),2006-01-01,5,8,4,7,9,15,24
70401,BUENA VISTA,desnutricion global,desnutricion leve (l),2006-01-01,19,8,11,21,30,29,59
70703,CABEZAS,desnutricion global,desnutricion leve (l),2006-01-01,21,23,38,14,59,37,96
20905,CAIROMA,desnutricion global,desnutricion leve (l),2006-01-01,41,47,36,43,77,90,167
51102,"CAIZA ""D""",desnutricion global,desnutricion leve (l),2006-01-01,10,13,30,24,40,37,77
21003,CAJUATA,desnutricion global,desnutricion leve (l),2006-01-01,16,14,15,23,31,37,68
20303,CALACOTO,desnutricion global,desnutricion leve (l),2006-01-01,8,7,4,14,12,21,33
21304,CALAMARCA,desnutricion global,desnutricion leve (l),2006-01-01,88,64,50,65,138,129,267
10701,CAMARGO,desnutricion global,desnutricion leve (l),2006-01-01,53,45,58,71,111,116,227
10901,CAMATAQUI (C. VILLA ABECIA),desnutricion global,desnutricion leve (l),2006-01-01,9,8,20,23,29,31,60
70706,CAMIRI,desnutricion global,desnutricion leve (l),2006-01-01,45,36,45,41,90,77,167
30701,CAPINOTA,desnutricion global,desnutricion leve (l),2006-01-01,27,33,18,20,45,53,98
20302,CAQUIAVIRI,desnutricion global,desnutricion leve (l),2006-01-01,4,6,5,6,9,12,21
40102,CARACOLLO,desnutricion global,desnutricion leve (l),2006-01-01,12,2,9,11,21,13,34
22001,CARANAVI,desnutricion global,desnutricion leve (l),2006-01-01,78,65,48,74,126,139,265
60302,CARAPARI,desnutricion global,desnutricion leve (l),2006-01-01,13,7,9,10,22,17,39
50702,CARIPUYO,desnutricion global,desnutricion leve (l),2006-01-01,32,37,64,59,96,96,192
71403,CARMEN RIVERO TORREZ,desnutricion global,desnutricion leve (l),2006-01-01,2,4,3,3,5,7,12
21902,CATACORA,desnutricion global,desnutricion leve (l),2006-01-01,0,0,2,0,2,0,2
21803,CHACARILLA,desnutricion global,desnutricion leve (l),2006-01-01,0,0,0,2,0,2,2
40201,CHALLAPATA,desnutricion global,desnutricion leve (l),2006-01-01,33,34,42,46,75,80,155
50302,CHAQUI,desnutricion global,desnutricion leve (l),2006-01-01,14,16,15,25,29,41,70
70702,CHARAGUA,desnutricion global,desnutricion leve (l),2006-01-01,55,42,35,51,90,93,183
20305,CHARAÑA,desnutricion global,desnutricion leve (l),2006-01-01,4,3,2,9,6,12,18
50202,CHAYANTA,desnutricion global,desnutricion leve (l),2006-01-01,29,20,42,48,71,68,139
31204,CHIMORE,desnutricion global,desnutricion leve (l),2006-01-01,11,31,18,15,29,46,75
40903,CHIPAYA,desnutricion global,desnutricion leve (l),2006-01-01,4,3,3,6,7,9,16
40302,CHOQUE COTA,desnutricion global,desnutricion leve (l),2006-01-01,1,2,1,3,2,5,7
21101,CHULUMANI (V. DE LA LIBERTAD),desnutricion global,desnutricion leve (l),2006-01-01,5,3,5,7,10,10,20
20501,CHUMA,desnutricion global,desnutricion leve (l),2006-01-01,22,16,21,28,43,44,87
30801,CLIZA,desnutricion global,desnutricion leve (l),2006-01-01,23,21,12,15,35,36,71
90101,COBIJA,desnutricion global,desnutricion leve (l),2006-01-01,56,45,32,51,88,96,184
30101,COCHABAMBA,desnutricion global,desnutricion leve (l),2006-01-01,293,292,214,226,507,518,1025
30905,COLCAPIRHUA,desnutricion global,desnutricion leve (l),2006-01-01,36,39,31,37,67,76,143
50901,"COLCHA ""K""",desnutricion global,desnutricion leve (l),2006-01-01,4,11,3,19,7,30,37
21307,COLLANA,desnutricion global,desnutricion leve (l),2006-01-01,2,1,0,4,2,5,7
31002,COLOMI,desnutricion global,desnutricion leve (l),2006-01-01,40,19,23,32,63,51,114
70603,COLPA BELGICA,desnutricion global,desnutricion leve (l),2006-01-01,7,3,7,6,14,9,23
50401,COLQUECHACA,desnutricion global,desnutricion leve (l),2006-01-01,52,58,61,68,113,126,239
21306,COLQUENCHA,desnutricion global,desnutricion leve (l),2006-01-01,15,17,37,20,52,37,89
21004,COLQUIRI,desnutricion global,desnutricion leve (l),2006-01-01,40,36,32,37,72,73,145
20304,COMANCHE,desnutricion global,desnutricion leve (l),2006-01-01,4,1,1,0,5,1,6
71301,COMARAPA,desnutricion global,desnutricion leve (l),2006-01-01,39,29,28,22,67,51,118
20605,COMBAYA,desnutricion global,desnutricion leve (l),2006-01-01,1,1,3,0,4,1,5
71101,CONCEPCION,desnutricion global,desnutricion leve (l),2006-01-01,13,7,2,4,15,11,26
21701,COPACABANA,desnutricion global,desnutricion leve (l),2006-01-01,16,12,9,22,25,34,59
21402,CORIPATA,desnutricion global,desnutricion leve (l),2006-01-01,22,10,14,10,36,20,56
20301,CORO CORO,desnutricion global,desnutricion leve (l),2006-01-01,12,8,21,22,33,30,63
21401,COROICO,desnutricion global,desnutricion leve (l),2006-01-01,15,17,16,9,31,26,57
40301,CORQUE,desnutricion global,desnutricion leve (l),2006-01-01,11,7,11,11,22,18,40
50601,COTAGAITA,desnutricion global,desnutricion leve (l),2006-01-01,53,46,59,64,112,110,222
70102,COTOCA,desnutricion global,desnutricion leve (l),2006-01-01,48,42,21,16,69,58,127
71106,CUATRO CAÑADAS,desnutricion global,desnutricion leve (l),2006-01-01,16,15,17,19,33,34,67
31405,CUCHUMUELA (V. G. VILLARROEL),desnutricion global,desnutricion leve (l),2006-01-01,6,1,3,2,9,3,12
70704,CUEVO,desnutricion global,desnutricion leve (l),2006-01-01,5,14,10,6,15,20,35
10902,CULPINA,desnutricion global,desnutricion leve (l),2006-01-01,68,58,78,78,146,136,282
40401,CURAHUARA DE CARANGAS,desnutricion global,desnutricion leve (l),2006-01-01,6,3,8,5,14,8,22
21602,CURVA,desnutricion global,desnutricion leve (l),2006-01-01,3,0,5,0,8,0,8
20804,DESAGUADERO,desnutricion global,desnutricion leve (l),2006-01-01,5,4,12,5,17,9,26
20105,EL ALTO,desnutricion global,desnutricion leve (l),2006-01-01,876,708,493,504,1369,1212,2581
40103,EL CHORO,desnutricion global,desnutricion leve (l),2006-01-01,1,0,2,2,3,2,5
71503,EL PUENTE(STC),desnutricion global,desnutricion leve (l),2006-01-01,10,12,11,17,21,29,50
60502,EL PUENTE(TJA),desnutricion global,desnutricion leve (l),2006-01-01,10,14,39,41,49,55,104
70105,EL TORNO,desnutricion global,desnutricion leve (l),2006-01-01,27,30,20,34,47,64,111
10405,EL VILLAR,desnutricion global,desnutricion leve (l),2006-01-01,6,17,16,36,22,53,75
60601,ENTRE RIOS,desnutricion global,desnutricion leve (l),2006-01-01,20,21,33,33,53,54,107
60601,ENTRE RIOS,desnutricion global,desnutricion leve (l),2006-01-01,41,42,58,41,99,83,182
40502,ESCARA,desnutricion global,desnutricion leve (l),2006-01-01,0,0,0,1,0,1,1
41101,EUCALIPTUS,desnutricion global,desnutricion leve (l),2006-01-01,2,3,3,3,5,6,11
90503,EUREKA (SANTOS MERCADO),desnutricion global,desnutricion leve (l),2006-01-01,0,2,4,1,4,3,7
80402,EXALTACION,desnutricion global,desnutricion leve (l),2006-01-01,8,2,2,8,10,10,20
71004,FERNANDEZ ALONSO,desnutricion global,desnutricion leve (l),2006-01-01,6,18,24,15,30,33,63
90203,FILADELFIA,desnutricion global,desnutricion leve (l),2006-01-01,3,4,4,15,7,19,26
71002,GENERAL SAAVEDRA,desnutricion global,desnutricion leve (l),2006-01-01,20,19,20,28,40,47,87
21601,GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,desnutricion leve (l),2006-01-01,15,26,22,29,37,55,92
20602,GUANAY,desnutricion global,desnutricion leve (l),2006-01-01,15,15,12,17,27,32,59
20802,GUAQUI,desnutricion global,desnutricion leve (l),2006-01-01,7,7,5,3,12,10,22
80202,GUAYARAMERIN,desnutricion global,desnutricion leve (l),2006-01-01,66,61,34,59,100,120,220
70705,GUTIERREZ,desnutricion global,desnutricion leve (l),2006-01-01,23,41,78,84,101,125,226
10502,HUACARETA,desnutricion global,desnutricion leve (l),2006-01-01,22,14,31,33,53,47,100
11002,HUACAYA (VILLA DE HUACAYA),desnutricion global,desnutricion leve (l),2006-01-01,6,4,12,19,18,23,41
40501,HUACHACALLA,desnutricion global,desnutricion leve (l),2006-01-01,0,0,1,2,1,2,3
40701,HUANUNI,desnutricion global,desnutricion leve (l),2006-01-01,35,21,24,11,59,32,91
80803,HUARACAJE,desnutricion global,desnutricion leve (l),2006-01-01,3,6,4,5,7,11,18
41601,HUAYLLAMARCA,desnutricion global,desnutricion leve (l),2006-01-01,3,3,4,6,7,9,16
21005,ICHOCA,desnutricion global,desnutricion leve (l),2006-01-01,9,10,11,15,20,25,45
10304,ICLA,desnutricion global,desnutricion leve (l),2006-01-01,65,47,118,100,183,147,330
10703,INCAHUASI,desnutricion global,desnutricion leve (l),2006-01-01,91,87,111,138,202,225,427
90402,INGAVI (HUMAITA),desnutricion global,desnutricion leve (l),2006-01-01,0,0,2,4,2,4,6
21001,INQUISIVI,desnutricion global,desnutricion leve (l),2006-01-01,34,46,32,52,66,98,164
21102,IRUPANA (VILLA DE LANZA),desnutricion global,desnutricion leve (l),2006-01-01,12,21,10,29,22,50,72
21501,IXIAMAS,desnutricion global,desnutricion leve (l),2006-01-01,16,13,6,10,22,23,45
20806,JESUS DE MACHACA,desnutricion global,desnutricion leve (l),2006-01-01,11,18,7,16,18,34,52
21105,LA ASUNTA,desnutricion global,desnutricion leve (l),2006-01-01,19,13,10,12,29,25,54
70104,LA GUARDIA,desnutricion global,desnutricion leve (l),2006-01-01,59,59,39,40,98,99,197
20101,LA PAZ,desnutricion global,desnutricion leve (l),2006-01-01,672,572,358,375,1030,947,1977
70701,LAGUNILLAS,desnutricion global,desnutricion leve (l),2006-01-01,8,17,16,17,24,34,58
21202,LAJA,desnutricion global,desnutricion leve (l),2006-01-01,14,10,14,10,28,20,48
10903,LAS CARRERAS,desnutricion global,desnutricion leve (l),2006-01-01,5,4,23,18,28,22,50
21006,LICOMA PAMPA,desnutricion global,desnutricion leve (l),2006-01-01,7,3,13,9,20,12,32
50203,LLALLAGUA,desnutricion global,desnutricion leve (l),2006-01-01,29,51,65,63,94,114,208
51401,LLICA,desnutricion global,desnutricion leve (l),2006-01-01,1,2,0,5,1,7,8
80601,LORETO,desnutricion global,desnutricion leve (l),2006-01-01,3,1,1,6,4,7,11
20901,LURIBAY,desnutricion global,desnutricion leve (l),2006-01-01,25,17,20,18,45,35,80
40702,MACHACAMARCA,desnutricion global,desnutricion leve (l),2006-01-01,2,3,1,5,3,8,11
11003,MACHARETI,desnutricion global,desnutricion leve (l),2006-01-01,14,17,40,36,54,53,107
80801,MAGDALENA,desnutricion global,desnutricion leve (l),2006-01-01,13,16,9,5,22,21,43
70903,MAIRANA,desnutricion global,desnutricion leve (l),2006-01-01,4,6,4,8,8,14,22
20904,MALLA,desnutricion global,desnutricion leve (l),2006-01-01,13,13,17,16,30,29,59
20607,MAPIRI,desnutricion global,desnutricion leve (l),2006-01-01,11,8,5,2,16,10,26
20103,MECAPACA,desnutricion global,desnutricion leve (l),2006-01-01,20,14,18,13,38,27,65
71003,MINEROS,desnutricion global,desnutricion leve (l),2006-01-01,34,27,10,20,44,47,91
31301,MIZQUE,desnutricion global,desnutricion leve (l),2006-01-01,39,31,35,51,74,82,156
20402,MOCOMOCO,desnutricion global,desnutricion leve (l),2006-01-01,18,7,27,32,45,39,84
51002,MOJINETE,desnutricion global,desnutricion leve (l),2006-01-01,0,4,0,1,0,5,5
10303,MOJOCOYA,desnutricion global,desnutricion leve (l),2006-01-01,21,22,30,29,51,51,102
10501,MONTEAGUDO,desnutricion global,desnutricion leve (l),2006-01-01,56,60,86,99,142,159,301
71001,MONTERO,desnutricion global,desnutricion leve (l),2006-01-01,188,174,123,132,311,306,617
70803,MORO MORO,desnutricion global,desnutricion leve (l),2006-01-01,1,0,1,2,2,2,4
30302,MOROCHATA,desnutricion global,desnutricion leve (l),2006-01-01,47,32,37,35,84,67,151
90401,NACEBE (SANTA ROSA DEL ABUNA),desnutricion global,desnutricion leve (l),2006-01-01,2,0,3,0,5,0,5
20307,NAZACARA DE PACAJES,desnutricion global,desnutricion leve (l),2006-01-01,0,0,2,1,2,1,3
90501,NUEVO MANOA (NUEVA ESPERANZA),desnutricion global,desnutricion leve (l),2006-01-01,9,3,11,7,20,10,30
50404,OCURI,desnutricion global,desnutricion leve (l),2006-01-01,37,59,81,91,118,150,268
70202,OKINAWA,desnutricion global,desnutricion leve (l),2006-01-01,5,11,7,12,12,23,35
30203,OMEREQUE,desnutricion global,desnutricion leve (l),2006-01-01,9,11,10,14,19,25,44
40101,ORURO,desnutricion global,desnutricion leve (l),2006-01-01,274,222,162,173,436,395,831
60201,PADCAYA,desnutricion global,desnutricion leve (l),2006-01-01,17,22,26,34,43,56,99
10401,PADILLA,desnutricion global,desnutricion leve (l),2006-01-01,28,41,70,70,98,111,209
70502,PAILON,desnutricion global,desnutricion leve (l),2006-01-01,0,33,34,1,34,34,68
20102,PALCA,desnutricion global,desnutricion leve (l),2006-01-01,4,10,7,2,11,12,23
21104,PALOS BLANCOS,desnutricion global,desnutricion leve (l),2006-01-01,39,39,29,30,68,69,137
40802,PAMPA AULLAGAS,desnutricion global,desnutricion leve (l),2006-01-01,5,1,3,5,8,6,14
70902,PAMPA GRANDE,desnutricion global,desnutricion leve (l),2006-01-01,9,4,10,10,19,14,33
21802,PAPEL PAMPA,desnutricion global,desnutricion leve (l),2006-01-01,1,0,2,0,3,0,3
30202,PASORAPA,desnutricion global,desnutricion leve (l),2006-01-01,9,11,8,8,17,19,36
21305,PATACAMAYA,desnutricion global,desnutricion leve (l),2006-01-01,39,40,23,27,62,67,129
40602,PAZÑA,desnutricion global,desnutricion leve (l),2006-01-01,11,6,5,1,16,7,23
20702,PELECHUCO,desnutricion global,desnutricion leve (l),2006-01-01,13,6,16,7,29,13,42
50403,POCOATA,desnutricion global,desnutricion leve (l),2006-01-01,30,53,47,61,77,114,191
31203,POCONA,desnutricion global,desnutricion leve (l),2006-01-01,19,17,15,9,34,26,60
31202,POJO (CBBA),desnutricion global,desnutricion leve (l),2006-01-01,9,7,10,7,19,14,33
40601,POOPO,desnutricion global,desnutricion leve (l),2006-01-01,6,3,4,4,10,7,17
51203,PORCO,desnutricion global,desnutricion leve (l),2006-01-01,8,11,8,3,16,14,30
10103,POROMA,desnutricion global,desnutricion leve (l),2006-01-01,28,28,43,41,71,69,140
70103,PORONGO,desnutricion global,desnutricion leve (l),2006-01-01,3,4,5,6,8,10,18
70601,PORTACHUELO,desnutricion global,desnutricion leve (l),2006-01-01,25,23,26,22,51,45,96
90102,PORVENIR,desnutricion global,desnutricion leve (l),2006-01-01,3,9,2,6,5,15,20
70804,POSTRER VALLE,desnutricion global,desnutricion leve (l),2006-01-01,3,2,4,4,7,6,13
50101,POTOSI,desnutricion global,desnutricion leve (l),2006-01-01,330,254,134,138,464,392,856
10302,PRESTO,desnutricion global,desnutricion leve (l),2006-01-01,34,24,48,58,82,82,164
70805,PUCARA,desnutricion global,desnutricion leve (l),2006-01-01,1,0,1,4,2,4,6
21201,PUCARANI,desnutricion global,desnutricion leve (l),2006-01-01,28,27,22,23,50,50,100
20401,PUERTO ACOSTA,desnutricion global,desnutricion leve (l),2006-01-01,24,38,38,44,62,82,144
20403,PUERTO CARABUCO,desnutricion global,desnutricion leve (l),2006-01-01,20,25,27,41,47,66,113
90301,PUERTO GONZALO MORENO,desnutricion global,desnutricion leve (l),2006-01-01,4,7,9,7,13,14,27
21204,PUERTO PEREZ,desnutricion global,desnutricion leve (l),2006-01-01,4,4,13,12,17,16,33
71402,PUERTO QUIJARRO,desnutricion global,desnutricion leve (l),2006-01-01,13,11,10,7,23,18,41
90201,PUERTO RICO,desnutricion global,desnutricion leve (l),2006-01-01,10,6,3,11,13,17,30
71401,PUERTO SUAREZ,desnutricion global,desnutricion leve (l),2006-01-01,15,13,11,14,26,27,53
31205,PUERTO VILLARROEL,desnutricion global,desnutricion leve (l),2006-01-01,99,86,75,95,174,181,355
51101,PUNA,desnutricion global,desnutricion leve (l),2006-01-01,45,62,80,72,125,134,259
31401,PUNATA,desnutricion global,desnutricion leve (l),2006-01-01,30,40,17,13,47,53,100
20604,QUIABAYA,desnutricion global,desnutricion leve (l),2006-01-01,0,2,2,0,2,2,4
30901,QUILLACOLLO,desnutricion global,desnutricion leve (l),2006-01-01,90,64,46,52,136,116,252
21002,QUIME,desnutricion global,desnutricion leve (l),2006-01-01,26,9,33,28,59,37,96
70904,QUIRUSILLAS,desnutricion global,desnutricion leve (l),2006-01-01,0,1,1,1,1,2,3
50402,RAVELO,desnutricion global,desnutricion leve (l),2006-01-01,52,37,54,59,106,96,202
80301,REYES,desnutricion global,desnutricion leve (l),2006-01-01,21,23,16,17,37,40,77
80201,RIBERALTA,desnutricion global,desnutricion leve (l),2006-01-01,173,236,106,135,279,371,650
70503,ROBORE,desnutricion global,desnutricion leve (l),2006-01-01,13,21,6,8,19,29,48
80304,RURRENABAQUE,desnutricion global,desnutricion leve (l),2006-01-01,3,15,6,8,9,23,32
40901,SABAYA,desnutricion global,desnutricion leve (l),2006-01-01,3,0,1,2,4,2,6
31001,SACABA,desnutricion global,desnutricion leve (l),2006-01-01,95,81,105,76,200,157,357
30404,SACABAMBA,desnutricion global,desnutricion leve (l),2006-01-01,14,10,5,9,19,19,38
50701,SACACA,desnutricion global,desnutricion leve (l),2006-01-01,61,58,105,117,166,175,341
71302,SAIPINA,desnutricion global,desnutricion leve (l),2006-01-01,10,10,9,12,19,22,41
40801,SALINAS DE GARCI MENDOZA,desnutricion global,desnutricion leve (l),2006-01-01,8,7,7,17,15,24,39
70901,SAMAIPATA,desnutricion global,desnutricion leve (l),2006-01-01,13,8,11,10,24,18,42
51601,SAN AGUSTIN,desnutricion global,desnutricion leve (l),2006-01-01,3,3,3,0,6,3,9
80602,SAN ANDRES,desnutricion global,desnutricion leve (l),2006-01-01,16,12,10,10,26,22,48
20805,SAN ANDRES DE MACHACA,desnutricion global,desnutricion leve (l),2006-01-01,0,6,6,5,6,11,17
51003,SAN ANTONIO DE ESMORUCO,desnutricion global,desnutricion leve (l),2006-01-01,0,1,0,1,0,2,2
71105,SAN ANTONIO DE LOMERIO,desnutricion global,desnutricion leve (l),2006-01-01,18,32,29,25,47,57,104
31403,SAN BENITO,desnutricion global,desnutricion leve (l),2006-01-01,10,19,24,21,34,40,74
80302,SAN BORJA,desnutricion global,desnutricion leve (l),2006-01-01,48,47,27,33,75,80,155
21502,SAN BUENA VENTURA,desnutricion global,desnutricion leve (l),2006-01-01,10,5,14,10,24,15,39
70402,SAN CARLOS,desnutricion global,desnutricion leve (l),2006-01-01,21,23,12,21,33,44,77
80501,SAN IGNACIO,desnutricion global,desnutricion leve (l),2006-01-01,33,33,40,27,73,60,133
70301,SAN IGNACIO DE VELASCO,desnutricion global,desnutricion leve (l),2006-01-01,93,105,132,139,225,244,469
80102,SAN JAVIER(BNI),desnutricion global,desnutricion leve (l),2006-01-01,5,3,2,4,7,7,14
80701,SAN JOAQUIN,desnutricion global,desnutricion leve (l),2006-01-01,0,1,5,5,5,6,11
70501,SAN JOSE DE CHIQUITOS,desnutricion global,desnutricion leve (l),2006-01-01,28,32,25,16,53,48,101
70404,SAN JUAN DE YAPACANI,desnutricion global,desnutricion leve (l),2006-01-01,7,9,7,10,14,19,33
71104,SAN JULIAN,desnutricion global,desnutricion leve (l),2006-01-01,9,11,16,13,25,24,49
90302,SAN LORENZO(PND),desnutricion global,desnutricion leve (l),2006-01-01,6,10,5,2,11,12,23
60501,SAN LORENZO(TJA),desnutricion global,desnutricion leve (l),2006-01-01,24,30,38,43,62,73,135
10702,SAN LUCAS,desnutricion global,desnutricion leve (l),2006-01-01,154,172,195,255,349,427,776
71201,SAN MATIAS,desnutricion global,desnutricion leve (l),2006-01-01,7,17,7,10,14,27,41
70302,SAN MIGUEL DE VELASCO,desnutricion global,desnutricion leve (l),2006-01-01,10,20,8,17,18,37,55
51001,SAN PABLO DE LIPEZ,desnutricion global,desnutricion leve (l),2006-01-01,4,0,3,3,7,3,10
71005,SAN PEDRO,desnutricion global,desnutricion leve (l),2006-01-01,28,30,16,21,44,51,95
50501,SAN PEDRO DE BUENA VISTA,desnutricion global,desnutricion leve (l),2006-01-01,49,41,59,60,108,101,209
21801,SAN PEDRO DE CURAHUARA,desnutricion global,desnutricion leve (l),2006-01-01,11,3,12,8,23,11,34
21702,SAN PEDRO DE TIQUINA,desnutricion global,desnutricion leve (l),2006-01-01,5,1,4,4,9,5,14
90202,SAN PEDRO(PND),desnutricion global,desnutricion leve (l),2006-01-01,2,4,5,7,7,11,18
70303,SAN RAFAEL,desnutricion global,desnutricion leve (l),2006-01-01,23,20,24,15,47,35,82
80702,SAN RAMON,desnutricion global,desnutricion leve (l),2006-01-01,7,4,2,5,9,9,18
80401,SANTA ANA,desnutricion global,desnutricion leve (l),2006-01-01,9,10,8,7,17,17,34
70101,SANTA CRUZ DE LA SIERRA,desnutricion global,desnutricion leve (l),2006-01-01,553,500,308,361,861,861,1722
80303,SANTA ROSA,desnutricion global,desnutricion leve (l),2006-01-01,10,11,6,13,16,24,40
70602,SANTA ROSA DEL SARA,desnutricion global,desnutricion leve (l),2006-01-01,19,15,7,16,26,31,57
20308,SANTIAGO DE CALLAPA,desnutricion global,desnutricion leve (l),2006-01-01,4,7,10,8,14,15,29
41401,SANTIAGO DE HUARI,desnutricion global,desnutricion leve (l),2006-01-01,8,7,4,19,12,26,38
21901,SANTIAGO DE MACHACA,desnutricion global,desnutricion leve (l),2006-01-01,3,2,2,3,5,5,10
30702,SANTIVAÑES,desnutricion global,desnutricion leve (l),2006-01-01,7,21,9,15,16,36,52
40202,SANTUARIO DE QUILLACAS,desnutricion global,desnutricion leve (l),2006-01-01,2,3,2,1,4,4,8
20902,SAPAHAQUI,desnutricion global,desnutricion leve (l),2006-01-01,15,20,28,28,43,48,91
90303,SENA,desnutricion global,desnutricion leve (l),2006-01-01,7,9,9,3,16,12,28
21301,SICA SICA (VILLA AROMA),desnutricion global,desnutricion leve (l),2006-01-01,52,41,41,47,93,88,181
30703,SICAYA,desnutricion global,desnutricion leve (l),2006-01-01,16,3,1,3,17,6,23
30902,SIPE SIPE,desnutricion global,desnutricion leve (l),2006-01-01,73,42,34,30,107,72,179
10403,SOPACHUY,desnutricion global,desnutricion leve (l),2006-01-01,23,31,45,68,68,99,167
