codigo_municipio,municipio,grupo,variable,mes,total
30402,ANZALDO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,62.0
10701,CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,36.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,48.0
50404,OCURI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,76.0
10103,POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,21.0
10302,PRESTO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,39.0
51101,PUNA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,91.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,231.0
10202,TARVITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,2.0
10402,TOMINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,161.0
10301,ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-01-01,492.0
20503,AUCAPATA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,1.0
51102,"CAIZA ""D""",eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,59.0
10901,CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,348.0
51103,CKOCHAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,22.0
10902,CULPINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,62.0
20204,HUARINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,1.0
20402,MOCOMOCO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,51.0
21802,PAPEL PAMPA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,1.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,68.0
10704,VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,1.0
10301,ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-02-01,16.0
30402,ANZALDO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-03-01,61.0
50301,BETANZOS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-03-01,767.0
51501,VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-03-01,49.0
50302,CHAQUI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-04-01,21.0
50204,CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-04-01,1.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-04-01,706.0
10703,INCAHUASI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-04-01,551.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-04-01,145.0
10404,ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-05-01,3.0
60101,TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-05-01,851.0
10404,ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-06-01,1.0
70902,PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-06-01,52.0
70804,POSTRER VALLE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-06-01,3.0
70805,PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-06-01,1.0
10404,ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,3.0
20701,APOLO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,99.0
10201,AZURDUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,43.0
30303,COCAPATA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,11.0
10902,CULPINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,13.0
60601,ENTRE RIOS TRJ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,1047.0
10703,INCAHUASI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,363.0
40802,PAMPA AULLAGAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,1.0
70902,PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,61.0
70804,POSTRER VALLE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,1.0
70805,PUCARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,3.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,209.0
60101,TARIJA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,2584.0
31601,TIRAQUE (CBBA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,1.0
70801,VALLEGRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-07-01,1.0
70701,LAGUNILLAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-08-01,1004.0
70902,PAMPA GRANDE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-08-01,133.0
10103,POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-10-01,119.0
10101,SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-10-01,227.0
10402,TOMINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-10-01,206.0
10301,ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-10-01,7.0
31303,ALALAY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-11-01,8.0
10901,CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-11-01,478.0
50204,CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-11-01,2.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-11-01,35.0
10103,POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-11-01,21.0
10702,SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-11-01,51.0
10402,TOMINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-11-01,46.0
10704,VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-11-01,131.0
10701,CAMARGO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-12-01,121.0
50204,CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-12-01,5.0
10304,ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-12-01,471.0
10103,POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-12-01,371.0
10101,SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-12-01,153.0
51501,VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-12-01,20.0
50602,VITICHI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-12-01,332.0
10301,ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2019-12-01,144.0
